,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
352,447,Cédric Soares,pt POR,DF,Arsenal,30-200,1991.0,10,8,742,8.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Starter,D,RB,30,Portugal,Arsenal
353,449,Boubakary Soumaré,fr FRA,MF,Leicester City,23-020,1999.0,17,11,1024,11.4,0,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches,118863.32692307692,6180893,65317.13461538462,3396491,99038.46153846152,5150000,54423.07692307692,2830000,134567.8076923077,6997526,73946.98076923077,3845243,5-yrs,30904465,16982454,25750000,14150000,34987632,19226213,Starter,M,DM,22,France,Leicester
354,451,Jason Steele,eng ENG,GK,Brighton,31-213,1990.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,19156.615384615383,996144,10616.923076923076,552080,15961.53846153846,830000,8846.153846153846,460000,21687.634615384617,1127757,12019.653846153846,625022,2-yrs,1992288,1104160,1660000,920000,2255513,1250044,Reserve,K,GK,31,England,Brighton
355,453,Zack Steffen,us USA,GK,Manchester City,26-351,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,55207.980769230766,2870815,30465.94230769231,1584229,46000.0,2392000,25384.615384615383,1320000,62502.17307692308,3250113,34491.17307692308,1793541,4-yrs,11483259,6336916,9568000,5280000,13000453,7174163,Reserve,K,GK,26,United States,Manchester City
356,454,Dale Stephens,eng ENG,MF,Burnley,32-280,1989.0,2,1,123,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.04,0.06,0.02,0.06,Matches,45006.5,2340338,24695.884615384617,1284186,37500.0,1950000,20576.92307692308,1070000,50952.86538461538,2649549,27958.75,1453855,1-yr,2340338,1284186,1950000,1070000,2649549,1453855,Reserve,M,CM,32,England,Burnley
357,455,Jack Stephens,eng ENG,DF,Southampton,28-051,1994.0,9,7,631,7.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.04,0.04,0.0,0.04,Matches,57469.84615384616,2988432,31619.96153846154,1644238,47884.61538461538,2490000,26346.153846153848,1370000,65062.88461538462,3383270,35797.653846153844,1861478,1-yr,2988432,1644238,2490000,1370000,3383270,1861478,Reserve,D,CB,28,England,Southampton
358,456,Raheem Sterling,eng ENG,FW,Manchester City,27-101,1994.0,23,17,1569,17.4,10,1,8,2,3,1,0,0.57,0.06,0.63,0.46,0.52,10.1,7.6,3.4,10.9,0.58,0.19,0.77,0.43,0.63,Matches,360052.01923076925,18722705,198028.61538461535,10297488,300000.0,15600000,165000.0,8580000,407622.9038461539,21196391,224192.59615384616,11658015,2-yrs,37445410,20594976,31200000,17160000,42392782,23316030,Starter,F,LW,27,England,Manchester City
359,458,John Stones,eng ENG,DF,Manchester City,27-295,1994.0,11,9,863,9.6,1,0,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1,0.9,0.9,0.1,0.9,0.09,0.01,0.1,0.09,0.1,Matches,300043.3461538461,15602254,165023.84615384616,8581240,250000.0,13000000,137500.0,7150000,339685.75,17663659,186827.15384615384,9715012,5-yrs,78011271,42906199,65000000,35750000,88318295,48575062,Starter,D,CB,27,England,Manchester City
360,459,Pascal Struijk,nl NED,DFMF,Leeds United,22-220,1999.0,23,20,1783,19.8,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,Matches,8539.692307692309,444064,4616.057692307692,240035,7115.384615384615,370000,3846.153846153846,200000,9667.98076923077,502735,5225.942307692308,271749,3-yrs,1332192,720104,1110000,600000,1508205,815246,Starter,D,CB,22,Netherlands,Leeds
361,460,Crysencio Summerville,nl NED,MFFW,Leeds United,20-140,2001.0,5,0,122,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.19,0.03,0.22,0.19,0.22,Matches,6924.076923076923,360052,3923.6346153846152,204029,5769.2307692307695,300000,3269.230769230769,170000,7838.903846153846,407623,4442.038461538462,230986,2-yrs,720104,408059,600000,340000,815246,461973,Reserve,F,RW,20,Netherlands,Leeds
362,462,Japhet Tanganga,eng ENG,DF,Tottenham,22-353,1999.0,11,10,735,8.2,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09,Matches,27696.30769230769,1440208,15232.96153846154,792114,23076.92307692308,1200000,12692.307692307691,660000,31355.615384615383,1630492,17245.576923076922,896770,4-yrs,5760832,3168458,4800000,2640000,6521966,3587082,Reserve,D,CB,22,England,Tottenham
363,463,Matt Targett,eng ENG,DF,Newcastle Utd,26-182,1995.0,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.2,0.03,0.13,0.17,0.03,0.17,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,1-yr,2184316,1200173,1820000,1000000,2472912,1358743,Starter,D,LB,26,England,Newcastle
364,464,Matt Targett,eng ENG,DF,Aston Villa,26-182,1995.0,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,1-yr,2184316,1200173,1820000,1000000,2472912,1358743,Starter,D,LB,26,England,Newcastle
365,465,James Tarkowski,eng ENG,DF,Burnley,29-120,1992.0,25,25,2250,25.0,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,1.5,1.5,0.4,2.0,0.06,0.02,0.08,0.06,0.08,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Starter,D,CB,29,England,Burnley
366,466,Nuno Tavares,pt POR,DF,Arsenal,22-052,2000.0,14,6,626,7.0,0,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,0.6,0.6,0.8,1.4,0.09,0.12,0.21,0.09,0.21,Matches,32312.365384615383,1680243,17771.80769230769,924134,26923.07692307692,1400000,14807.692307692309,770000,36581.53846153846,1902240,20119.846153846152,1046232,4-yrs,6720971,3696534,5600000,3080000,7608961,4184928,Reserve,D,LB,22,Portugal,Arsenal
367,467,Charlie Taylor,eng ENG,DF,Burnley,28-182,1993.0,20,19,1741,19.3,0,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,1.7,1.8,0.01,0.09,0.09,0.01,0.09,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,3-yrs,4680676,2592375,3900000,2160000,5299098,2934885,Reserve,D,LB,28,England,Burnley
368,468,Nathan Tella,eng ENG,MFFW,Southampton,22-257,1999.0,10,7,586,6.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.07,0.11,0.18,0.07,0.18,Matches,15002.173076923076,780113,8308.884615384615,432062,12500.0,650000,6923.076923076923,360000,16984.28846153846,883183,9406.673076923076,489147,4-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Reserve,F,RW,22,England,Southampton
369,469,Alex Telles,br BRA,DF,Manchester Utd,29-094,1992.0,13,11,1002,11.1,0,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,0.4,0.4,1.0,1.4,0.04,0.09,0.13,0.04,0.13,Matches,111708.44230769233,5808839,61393.480769230766,3192461,93076.92307692308,4840000,51153.84615384616,2660000,126467.6153846154,6576316,69504.92307692308,3614256,3-yrs,17426518,9577384,14520000,7980000,19728948,10842769,Reserve,D,LB,29,Brazil,Manchester United
370,470,Luke Thomas,eng ENG,DF,Leicester City,20-282,2001.0,18,17,1552,17.2,0,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.3,1.4,0.01,0.07,0.08,0.01,0.08,Matches,13848.153846153846,720104,7616.4807692307695,396057,11538.46153846154,600000,6346.153846153846,330000,15677.807692307691,815246,8622.788461538461,448385,3-yrs,2160312,1188172,1800000,990000,2445737,1345156,Starter,D,LB,20,England,Leicester
371,472,Youri Tielemans,be BEL,MF,Leicester City,24-316,1997.0,21,19,1721,19.1,6,2,4,2,2,1,0,0.31,0.1,0.42,0.21,0.31,4.3,2.8,3.3,6.1,0.23,0.17,0.4,0.15,0.32,Matches,39698.03846153846,2064298,21926.25,1140165,33076.92307692308,1720000,18269.23076923077,950000,44943.03846153846,2337038,24823.19230769231,1290806,2-yrs,4128596,2280329,3440000,1900000,4674076,2581612,Reserve,M,CM,24,Belgium,Leicester
372,473,Kieran Tierney,sct SCO,DF,Arsenal,24-287,1997.0,21,21,1825,20.3,1,3,1,0,0,0,0,0.05,0.15,0.2,0.05,0.2,0.7,0.7,1.9,2.6,0.03,0.09,0.13,0.03,0.13,Matches,132019.07692307694,6864992,72702.80769230769,3780546,110000.0,5720000,60576.92307692308,3150000,149461.73076923078,7772010,82308.46153846153,4280040,5-yrs,34324959,18902731,28600000,15750000,38860050,21400202,Starter,D,LB,24,Scotland,Arsenal
373,474,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23-134,1998.0,16,16,1383,15.4,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,4-yrs,9985443,5472791,8320000,4560000,11304742,6195868,Reserve,D,RB,23,Japan,Arsenal
374,475,James Tomkins,eng ENG,DF,Crystal Palace,32-355,1989.0,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Reserve,D,CB,32,England,Crystal Palace
375,476,Ivan Toney,eng ENG,FW,Brentford,26-003,1996.0,24,23,2099,23.3,11,2,6,5,5,6,0,0.47,0.09,0.56,0.26,0.34,9.0,5.2,3.8,9.0,0.39,0.16,0.55,0.23,0.39,Matches,25388.28846153846,1320191,14078.96153846154,732106,21153.846153846152,1100000,11730.76923076923,610000,28742.634615384617,1494617,15939.096153846154,828833,4-yrs,5280763,2928423,4400000,2440000,5978469,3315333,Reserve,F,CF,25,England,Brentford
376,478,Cenk Tosun,tr TUR,FW,Everton,30-285,1991.0,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,1-yr,3744541,2064298,3120000,1720000,4239278,2337038,Reserve,F,CF,30,Turkey,Everton
377,479,Andros Townsend,eng ENG,MF,Everton,30-246,1991.0,21,17,1455,16.2,3,2,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,2.3,1.5,2.4,3.9,0.14,0.15,0.29,0.09,0.24,Matches,25849.884615384617,1344194,14309.76923076923,744108,21538.46153846154,1120000,11923.076923076924,620000,29265.23076923077,1521792,16200.403846153846,842421,2-yrs,2688388,1488215,2240000,1240000,3043584,1684841,Starter,F,RW,30,England,Everton
378,481,Bertrand Traoré,bf BFA,MFFW,Aston Villa,26-194,1995.0,6,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09,Matches,93475.03846153848,4860702,51468.980769230766,2676387,77884.61538461539,4050000,42884.61538461538,2230000,105825.17307692308,5502909,58269.17307692308,3029997,3-yrs,14582107,8029160,12150000,6690000,16508727,9089991,Reserve,F,RW,26,Burkina Faso,Aston Villa
379,483,Francisco Trincão,pt POR,FWMF,Wolves,22-080,1999.0,22,14,1139,12.7,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,2.9,2.9,1.2,4.1,0.23,0.1,0.33,0.23,0.33,Matches,156945.75,8161179,86320.17307692308,4488649,130769.23076923077,6800000,71923.07692307692,3740000,177681.76923076922,9239452,97724.98076923077,5081699,1-yr,8161179,4488649,6800000,3740000,9239452,5081699,Starter,F,RW,22,Portugal,Wolverhampton
380,484,Kieran Trippier,eng ENG,DF,Newcastle Utd,31-181,1990.0,4,4,316,3.5,2,0,2,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.1,0.1,0.4,0.5,0.04,0.11,0.15,0.04,0.15,Matches,173101.92307692306,9001300,95321.46153846152,4956716,144230.76923076922,7500000,79423.07692307692,4130000,195972.53846153847,10190572,107915.55769230767,5611609,3-yrs,27003902,14870148,22500000,12390000,30571718,16834826,Starter,D,RB,31,England,Newcastle
381,485,William Troost-Ekong,ng NGA,DF,Watford,28-199,1993.0,16,15,1377,15.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches,33004.769230769234,1716248,18233.403846153848,948137,27500.0,1430000,15192.307692307691,790000,37365.42307692308,1943002,20642.44230769231,1073407,4-yrs,6864992,3792548,5720000,3160000,7772010,4293628,Reserve,D,CB,28,Nigeria,Watford
382,486,Leandro Trossard,be BEL,FWMF,Brighton,27-105,1994.0,27,25,2195,24.4,4,1,3,1,1,2,0,0.16,0.04,0.21,0.12,0.16,4.9,4.1,2.0,6.2,0.2,0.08,0.28,0.17,0.25,Matches,51007.36538461538,2652383,28157.92307692308,1464212,42500.0,2210000,23461.53846153846,1220000,57746.57692307692,3002822,31878.19230769231,1657666,2-yrs,5304766,2928423,4420000,2440000,6005644,3315333,Reserve,F,LW,27,Belgium,Brighton
383,490,Christos Tzolis,gr GRE,FWMF,Norwich City,20-048,2002.0,11,3,308,3.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.4,0.14,0.28,0.42,0.14,0.42,Matches,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.67307692308,1358743,14371.326923076924,747309,5-yrs,6000867,3300477,5000000,2750000,6793715,3736543,Reserve,F,LW,20,Greece,Norwich
384,491,Yan Valery,fr FRA,DF,Southampton,23-025,1999.0,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,Matches,2308.019230769231,120017,1384.8076923076924,72010,1923.076923076923,100000,1153.8461538461538,60000,2612.9615384615386,135874,1567.7884615384614,81525,2-yrs,240035,144021,200000,120000,271749,163049,Reserve,D,RB,22,France,Southampton
385,492,Raphaël Varane,fr FRA,DF,Manchester Utd,28-328,1993.0,17,15,1381,15.3,0,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,0.1,0.9,0.05,0.01,0.06,0.05,0.06,Matches,408058.9615384616,21219066,224340.09615384616,11665685,340000.0,17680000,186923.0769230769,9720000,461972.6153846154,24022576,253980.42307692303,13206982,4-yrs,84876263,46662742,70720000,38880000,96090305,52827928,Starter,D,CB,28,France,Manchester United
386,493,Jamie Vardy,eng ENG,FW,Leicester City,35-067,1987.0,18,16,1400,15.6,10,2,10,0,0,2,0,0.64,0.13,0.77,0.64,0.77,6.6,6.6,1.4,8.0,0.42,0.09,0.51,0.42,0.51,Matches,168024.26923076922,8737262,92321.03846153848,4800694,140000.0,7280000,76923.07692307692,4000000,190224.0192307692,9891649,104518.69230769233,5434972,2-yrs,17474525,9601387,14560000,8000000,19783298,10869944,Reserve,F,CF,35,England,Leicester
387,494,Joël Veltman,nl NED,DF,Brighton,30-063,1992.0,25,24,2064,22.9,0,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.0,1.2,0.01,0.05,0.05,0.01,0.05,Matches,46160.519230769234,2400347,25388.28846153846,1320191,38461.53846153846,2000000,21153.846153846152,1100000,52259.34615384616,2717486,28742.634615384617,1494617,2-yrs,4800694,2640381,4000000,2200000,5434972,2989235,Starter,D,RB,30,Netherlands,Brighton
388,495,Jannik Vestergaard,dk DEN,DF,Leicester City,29-228,1992.0,10,6,567,6.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.01,0.01,0.01,0.01,Matches,78242.07692307692,4068588,42929.28846153846,2232323,65192.307692307695,3390000,35769.230769230766,1860000,88579.59615384616,4606139,48601.19230769231,2527262,3-yrs,12205763,6696968,10170000,5580000,13818416,7581786,Reserve,D,CB,29,Denmark,Leicester
389,498,Theo Walcott,eng ENG,MFFW,Southampton,33-003,1989.0,9,5,379,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.17,0.01,0.18,0.17,0.18,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,2-yrs,9361353,5160746,7800000,4300000,10598195,5842595,Reserve,F,RW,32,England,Southampton
390,499,Kyle Walker,eng ENG,DF,Manchester City,31-295,1990.0,18,18,1575,17.5,0,2,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.2,1.5,0.01,0.07,0.08,0.01,0.08,Matches,132019.07692307694,6864992,72702.80769230769,3780546,110000.0,5720000,60576.92307692308,3150000,149461.73076923078,7772010,82308.46153846153,4280040,3-yrs,20594976,11341639,17160000,9450000,23316030,12840121,Reserve,D,RB,31,England,Manchester City
391,500,Kyle Walker-Peters,eng ENG,DF,Southampton,24-340,1997.0,23,20,1831,20.3,1,2,1,0,0,5,0,0.05,0.1,0.15,0.05,0.15,0.7,0.7,2.4,3.1,0.04,0.12,0.15,0.04,0.15,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,D,RB,24,England,Southampton
392,501,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24-113,1997.0,18,18,1613,17.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06,Matches,108015.6153846154,5616812,59316.269230769234,3084446,90000.0,4680000,49423.07692307692,2570000,122286.8653846154,6358917,67153.26923076923,3491970,3-yrs,16850435,9253337,14040000,7710000,19076752,10475909,Reserve,D,RB,24,England,Manchester United
393,502,Joel Ward,eng ENG,DF,Crystal Palace,32-141,1989.0,23,23,2070,23.0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,2-yrs,4368631,2400347,3640000,2000000,4945825,2717486,Starter,D,RB,32,England,Crystal Palace
394,503,James Ward-Prowse,eng ENG,MF,Southampton,27-138,1994.0,27,27,2405,26.7,6,4,3,3,3,3,1,0.22,0.15,0.37,0.11,0.26,3.7,1.4,5.3,6.7,0.14,0.2,0.34,0.05,0.25,Matches,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,5-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Starter,M,CM,27,England,Southampton
395,504,Ollie Watkins,eng ENG,FW,Aston Villa,26-079,1995.0,25,23,2084,23.2,7,1,7,0,0,6,0,0.3,0.04,0.35,0.3,0.35,7.9,7.9,2.4,10.3,0.34,0.1,0.44,0.34,0.44,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,4-yrs,18722705,10321491,15600000,8600000,21196391,11685190,Starter,F,CF,26,England,Aston Villa
396,505,Adam Webster,eng ENG,DF,Brighton,27-074,1995.0,15,14,1167,13.0,2,0,2,0,0,4,0,0.15,0.0,0.15,0.15,0.15,1.0,1.0,0.1,1.1,0.08,0.0,0.08,0.08,0.08,Matches,45698.90384615384,2376343,25157.48076923077,1308189,38076.92307692308,1980000,20961.53846153846,1090000,51736.75,2690311,28481.346153846152,1481030,5-yrs,11881717,6540945,9900000,5450000,13451556,7405149,Starter,D,CB,27,England,Brighton
397,506,Wout Weghorst,nl NED,FW,Burnley,29-224,1992.0,9,9,752,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,1.5,1.5,0.5,2.0,0.18,0.06,0.24,0.18,0.24,Matches,39236.44230769231,2040295,21695.44230769231,1128163,32692.30769230769,1700000,18076.92307692308,940000,44420.44230769231,2309863,24561.884615384617,1277218,4-yrs,8161179,4512652,6800000,3760000,9239452,5108874,Starter,F,CF,29,Netherlands,Burnley
398,507,Danny Welbeck,eng ENG,FWMF,Brighton,31-113,1990.0,16,7,727,8.1,3,0,3,0,0,0,0,0.37,0.0,0.37,0.37,0.37,1.7,1.7,0.1,1.8,0.21,0.02,0.23,0.21,0.23,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,1-yr,3432496,1884272,2860000,1570000,3886005,2133227,Starter,F,CF,31,England,Brighton
399,508,Timo Werner,de GER,FWMF,Chelsea,26-013,1996.0,14,8,738,8.2,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,3.6,3.6,0.2,3.7,0.44,0.02,0.46,0.44,0.46,Matches,326354.8461538461,16970452,179564.40384615384,9337349,271923.07692307694,14140000,149615.38461538462,7780000,369473.57692307694,19212626,203288.86538461535,10571021,4-yrs,67881808,37349396,56560000,31120000,76850504,42284082,Reserve,F,CF,25,Germany,Chelsea
400,509,Ashley Westwood,eng ENG,MF,Burnley,31-352,1990.0,23,22,1987,22.1,0,3,0,0,0,7,0,0.0,0.14,0.14,0.0,0.14,0.5,0.5,3.4,3.9,0.02,0.15,0.18,0.02,0.18,Matches,43160.07692307692,2244324,23772.67307692308,1236179,35961.53846153846,1870000,19807.69230769231,1030000,48862.480769230766,2540849,26913.55769230769,1399505,2-yrs,4488649,2472357,3740000,2060000,5081699,2799011,Starter,M,DM,31,England,Burnley
401,510,Ben White,eng ENG,DF,Arsenal,24-162,1997.0,25,25,2250,25.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,0.04,0.02,0.06,0.04,0.06,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,5-yrs,37445410,20582974,31200000,17150000,42392782,23302442,Starter,D,CB,24,England,Arsenal
402,511,Brandon Williams,eng ENG,DF,Norwich City,21-197,2000.0,23,21,1933,21.5,0,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,1.3,1.3,0.0,0.06,0.06,0.0,0.06,Matches,78011.26923076923,4056586,42929.28846153846,2232323,65000.0,3380000,35769.230769230766,1860000,88318.28846153847,4592551,48601.19230769231,2527262,1-yr,4056586,2232323,3380000,1860000,4592551,2527262,Starter,D,LB,21,England,Norwich
403,513,Joe Willock,eng ENG,MF,Newcastle Utd,22-211,1999.0,24,21,1756,19.5,2,0,2,0,0,0,0,0.1,0.0,0.1,0.1,0.1,3.0,3.0,1.0,4.0,0.15,0.05,0.21,0.15,0.21,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,6-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Starter,M,CM,22,England,Newcastle
404,514,Callum Wilson,eng ENG,FW,Newcastle Utd,30-020,1992.0,15,14,1184,13.2,6,0,5,1,1,4,0,0.46,0.0,0.46,0.38,0.38,4.4,3.6,0.4,4.1,0.33,0.03,0.37,0.28,0.31,Matches,55392.61538461538,2880416,30465.94230769231,1584229,46153.84615384616,2400000,25384.615384615383,1320000,62711.21153846154,3260983,34491.17307692308,1793541,3-yrs,8641248,4752687,7200000,3960000,9782950,5380622,Reserve,F,CF,29,England,Newcastle
405,515,Harry Winks,eng ENG,MF,Tottenham,26-045,1996.0,14,9,844,9.4,0,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,1.5,1.6,0.01,0.16,0.17,0.01,0.17,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,3-yrs,9361353,5148744,7800000,4290000,10598195,5829007,Starter,M,DM,26,England,Tottenham
406,516,Yoane Wissa,cd COD,FWMF,Brentford,25-197,1996.0,21,6,774,8.6,3,0,3,0,0,0,0,0.35,0.0,0.35,0.35,0.35,1.8,1.8,0.2,2.1,0.21,0.03,0.24,0.21,0.24,Matches,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,4-yrs,2976430,1632236,2480000,1360000,3369683,1847890,Reserve,F,LW,25,Democratic Republic of the Congo,Brentford
407,517,Chris Wood,nz NZL,FW,Newcastle Utd,30-102,1991.0,10,10,900,10.0,1,0,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1,2.0,2.0,0.8,2.8,0.2,0.08,0.28,0.2,0.28,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,3-yrs,14978164,8245191,12480000,6870000,16957113,9334564,Starter,F,CF,30,New Zealand,Newcastle
