,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
893,Gervinho,ci CIV,FW,Parma,it Serie A,31,1987,25.6,16,10,7,5,4,3,15,20.0,12,440,74,16.8,118,191,131,11,1,0,10,14,30,2,0,Matches
894,Willem Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0,Matches
895,Lamine Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,1,1,0,1,0,1,2,50.0,1,14,8,57.1,5,6,3,0,0,0,0,0,1,2,0,Matches
896,Rachid Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,13,8,6,4,3,4,19,21.1,15,194,52,26.8,49,100,45,12,1,0,11,9,22,4,0,Matches
897,Paolo Ghiglione,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,12,7,8,3,1,10,23,43.5,13,84,17,20.2,34,32,18,7,0,0,7,5,17,18,0,Matches
898,Saman Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,33,18,11,17,5,9,41,22.0,32,388,87,22.4,77,196,115,25,2,0,23,3,36,12,0,Matches
899,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,14,6,4,6,4,9,11,81.8,2,62,16,25.8,20,32,10,14,1,0,13,6,20,21,0,Matches
900,Emanuele Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,13,10,5,7,1,5,45,11.1,40,524,114,21.8,106,263,155,26,2,0,24,16,29,7,0,Matches
901,Morgan Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,8,4,4,4,0,2,6,33.3,4,151,33,21.9,36,85,30,2,0,0,2,4,12,3,0,Matches
902,Ben Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,1,1,1,0,0,0,0,,0,7,3,42.9,4,2,1,1,1,0,0,0,1,2,0,Matches
903,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
904,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,56,34,36,12,8,21,61,34.4,40,415,93,22.4,250,117,48,50,6,0,44,19,75,75,0,Matches
905,Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,11,9,7,4,0,5,19,26.3,14,221,58,26.2,20,120,81,19,2,0,17,2,13,16,0,Matches
906,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,23,16,10,13,0,9,19,47.4,10,132,46,34.8,78,44,10,43,17,0,26,17,40,99,1,Matches
907,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,62,36,26,31,5,18,48,37.5,30,346,106,30.6,143,176,27,24,6,0,18,15,77,65,0,Matches
908,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,3,2,0,1,2,2,4,50.0,2,149,45,30.2,3,61,85,5,1,0,4,6,9,4,0,Matches
909,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,40,23,33,6,1,12,41,29.3,29,204,81,39.7,135,62,7,40,18,0,22,39,79,232,0,Matches
910,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,42,32,18,15,9,10,37,27.0,27,435,132,30.3,90,203,142,23,0,0,23,15,57,3,0,Matches
911,Joris Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5.0,13,10,6,4,3,4,7,57.1,3,46,19,41.3,17,23,6,5,2,0,3,9,22,22,0,Matches
912,Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,47,35,24,18,5,7,48,14.6,41,492,129,26.2,150,275,67,45,4,0,41,15,62,28,0,Matches
913,Massimo Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,17,10,6,7,4,8,32,25.0,24,197,49,24.9,123,51,23,23,8,0,15,7,24,35,0,Matches
914,Kevin Goden,de GER,DFFW,Nürnberg,de Bundesliga,19,1999,3.0,4,4,2,2,0,1,5,20.0,4,80,21,26.3,62,12,6,5,1,0,4,6,10,8,0,Matches
915,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,62,33,41,21,0,18,44,40.9,26,211,63,29.9,141,62,8,37,10,0,27,41,103,158,3,Matches
916,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,7.9,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
917,Edoardo Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29.0,53,39,45,5,3,21,39,53.8,18,324,98,30.2,213,104,7,40,17,0,23,40,93,123,0,Matches
918,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20.0,0,0,0,0,0,0,1,0.0,1,4,3,75.0,4,0,0,1,0,0,1,0,0,0,0,Matches
919,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,25.4,39,26,9,23,7,10,56,17.9,46,671,171,25.5,128,328,215,34,2,0,32,15,54,6,0,Matches
920,André Gomes,pt POR,MF,Everton,eng Premier League,25,1993,22.0,44,28,18,20,6,10,60,16.7,50,530,161,30.4,170,296,64,26,4,0,22,32,76,25,1,Matches
921,Angel Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,0.3,1,0,0,0,1,0,0,,0,8,4,50.0,0,5,3,0,0,0,0,0,1,0,0,Matches
922,Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,28,1989,6.4,6,3,3,1,2,3,8,37.5,5,96,20,20.8,21,46,29,10,1,0,9,3,9,7,0,Matches
923,Ibai Gómez,es ESP,MFFW,Alavés,es La Liga,28,1989,16.1,10,7,8,1,1,6,20,30.0,14,198,45,22.7,71,87,40,14,1,0,13,14,24,8,0,Matches
924,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,11.8,20,11,13,7,0,7,14,50.0,7,97,26,26.8,52,37,8,16,6,0,10,24,44,51,1,Matches
925,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,33,1985,24.6,17,16,6,9,2,4,15,26.7,11,346,84,24.3,24,159,163,19,4,0,15,6,23,28,0,Matches
926,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,21,1996,32.9,8,8,1,3,4,4,18,22.2,14,434,103,23.7,16,192,226,18,2,0,16,5,13,36,0,Matches
927,Moi Gómez,es ESP,MF,Huesca,es La Liga,24,1994,33.9,42,35,17,23,2,10,49,20.4,39,663,155,23.4,176,367,120,41,6,0,35,28,70,26,0,Matches
928,Papu Gómez,ar ARG,MFFW,Atalanta,it Serie A,30,1988,32.2,20,16,7,9,4,8,39,20.5,31,420,104,24.8,68,203,149,22,0,0,22,28,48,7,0,Matches
929,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,26,1992,30.7,49,24,36,11,2,15,28,53.6,13,294,89,30.3,171,105,18,49,20,0,29,34,83,163,2,Matches
930,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,19.2,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,0,1,Matches
931,Maxime Gonalons,fr FRA,MF,Sevilla,es La Liga,29,1989,6.0,14,10,4,7,3,0,16,0.0,16,106,30,28.3,29,56,21,13,3,0,10,6,20,11,0,Matches
932,Anthony Gonçalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1986,11.8,24,12,11,10,3,8,23,34.8,15,237,53,22.4,74,119,44,17,2,0,15,7,31,26,0,Matches
933,Jérôme Gondorf,de GER,MFFW,Freiburg,de Bundesliga,30,1988,14.4,33,23,12,19,2,15,33,45.5,18,225,55,24.4,70,114,41,35,6,0,29,12,45,18,0,Matches
934,Álvaro González,es ESP,DF,Villarreal,es La Liga,28,1990,32.9,46,31,31,13,2,22,36,61.1,14,247,65,26.3,158,76,13,49,29,0,20,26,72,227,2,Matches
935,Bruno González,es ESP,DF,Getafe,es La Liga,28,1990,18.9,26,16,14,12,0,7,17,41.2,10,182,62,34.1,104,70,8,16,6,1,10,13,39,100,1,Matches
936,Cristo González,es ESP,FW,Real Madrid,es La Liga,20,1997,0.5,0,0,0,0,0,0,0,,0,23,5,21.7,3,12,8,0,0,0,0,1,1,0,0,Matches
937,Giancarlo González,cr CRC,DF,Bologna,it Serie A,30,1988,8.3,14,4,12,2,0,6,11,54.5,5,80,20,25.0,49,25,6,20,14,1,6,12,26,49,1,Matches
938,Nicolás González,ar ARG,FWMF,Stuttgart,de Bundesliga,20,1998,24.0,26,16,9,9,8,7,23,30.4,16,385,93,24.2,55,212,118,28,2,0,26,8,34,35,0,Matches
939,Jon Gorenc Stanković,si SVN,MFDF,Huddersfield,eng Premier League,22,1996,7.9,25,15,16,7,2,10,21,47.6,11,142,36,25.4,89,46,7,20,8,0,12,4,29,36,1,Matches
940,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,1995,22.5,35,24,5,25,5,8,35,22.9,27,349,98,28.1,68,191,90,27,5,0,22,14,49,15,0,Matches
941,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
942,Mirko Gori,it ITA,MF,Frosinone,it Serie A,25,1993,3.7,12,5,5,6,1,2,10,20.0,8,104,24,23.1,43,43,18,7,0,0,7,1,13,7,0,Matches
943,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,5.1,17,5,12,3,2,7,13,53.8,6,93,14,15.1,56,25,12,9,1,0,8,6,23,14,1,Matches
944,Robin Gosens,de GER,DFMF,Atalanta,it Serie A,24,1994,21.6,67,39,38,23,6,30,58,51.7,28,298,106,35.6,117,129,52,59,3,0,56,38,105,40,0,Matches
945,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,1990,19.3,50,27,18,23,9,22,55,40.0,33,500,123,24.6,184,247,69,43,11,1,32,28,78,48,1,Matches
946,Felix Götze,de GER,MF,Augsburg,de Bundesliga,20,1998,1.4,3,1,2,1,0,0,1,0.0,1,23,7,30.4,10,7,6,3,1,0,2,1,4,7,0,Matches
947,Mario Götze,de GER,FWMF,Dortmund,de Bundesliga,26,1992,18.6,23,17,4,11,8,6,27,22.2,21,516,150,29.1,55,248,213,14,1,0,13,6,29,4,1,Matches
948,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,29.1,34,21,27,7,0,9,26,34.6,17,221,73,33.0,162,50,9,45,26,0,19,29,63,161,1,Matches
949,Yoann Gourcuff,fr FRA,MFFW,Dijon,fr Ligue 1,32,1986,1.5,1,1,0,1,0,0,2,0.0,2,18,7,38.9,5,8,5,2,0,0,2,0,1,0,0,Matches
950,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,23.2,44,32,26,18,0,13,32,40.6,19,173,66,38.2,100,68,5,65,24,2,41,26,70,83,0,Matches
951,Paolo Gozzi Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1.0,1,0,1,0,0,0,2,0.0,2,9,2,22.2,7,2,0,1,0,0,1,1,2,2,0,Matches
952,Max Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,30,1987,36.0,68,35,36,24,8,27,86,31.4,59,779,162,20.8,204,358,217,72,7,0,65,14,82,24,0,Matches
953,Jonathan Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,22.3,56,32,35,20,1,21,58,36.2,37,305,97,31.8,201,87,17,44,15,1,29,28,84,112,2,Matches
954,Samuel Grandsir,fr FRA,FWMF,Strasbourg,fr Ligue 1,21,1996,2.6,12,9,3,5,4,3,6,50.0,3,68,18,26.5,21,31,16,2,0,0,2,0,12,0,0,Matches
955,Samuel Grandsir,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,5.2,11,8,6,3,2,4,16,25.0,12,142,39,27.5,42,65,35,11,0,0,11,4,15,3,0,Matches
956,Álex Granell,es ESP,MFDF,Girona,es La Liga,29,1988,26.6,63,35,32,27,4,30,90,33.3,60,631,148,23.5,185,311,135,40,5,0,35,26,89,37,0,Matches
957,Esteban Granero,es ESP,MF,Espanyol,es La Liga,31,1987,22.4,59,35,29,24,6,14,59,23.7,45,487,86,17.7,160,267,60,39,6,1,33,28,87,38,0,Matches
958,Karlan Grant,eng ENG,FW,Huddersfield,eng Premier League,20,1997,9.7,2,1,1,1,0,1,3,33.3,2,160,39,24.4,13,81,66,9,0,0,9,3,5,2,0,Matches
959,Alberto Grassi,it ITA,MF,Parma,it Serie A,23,1995,5.1,16,10,7,7,2,1,13,7.7,12,113,23,20.4,46,52,15,13,2,0,11,7,23,9,0,Matches
960,Andre Gray,jm JAM,FW,Watford,eng Premier League,27,1991,15.2,4,4,0,2,2,0,3,0.0,3,151,34,22.5,13,76,62,3,0,0,3,4,8,3,0,Matches
961,Demarai Gray,eng ENG,FWMF,Leicester City,eng Premier League,22,1996,22.1,18,9,6,8,4,6,24,25.0,18,364,123,33.8,72,168,124,24,0,0,24,14,32,12,0,Matches
962,Mason Greenwood,eng ENG,FWMF,Manchester Utd,eng Premier League,16,2001,1.3,3,1,2,0,1,1,3,33.3,2,22,7,31.8,6,12,4,2,1,0,1,0,3,1,0,Matches
963,Michael Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,24,1994,27.6,30,20,6,18,6,5,42,11.9,37,533,119,22.3,71,274,188,40,17,1,23,9,39,46,0,Matches
964,Clément Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,1991,29.6,46,25,13,29,4,17,74,23.0,57,589,147,25.0,170,321,98,33,2,0,31,21,67,33,0,Matches
965,Antoine Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,27,1991,35.5,40,24,10,16,14,10,37,27.0,27,753,154,20.5,79,357,317,19,2,0,17,9,49,16,0,Matches
966,Vincenzo Grifo,it ITA,MFFW,Hoffenheim,de Bundesliga,25,1993,3.7,5,3,1,2,2,0,2,0.0,2,71,15,21.1,16,42,13,1,0,0,1,1,6,4,0,Matches
967,Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,25,1993,15.9,18,11,10,5,3,10,29,34.5,19,326,56,17.2,74,160,92,10,1,0,9,4,22,12,0,Matches
968,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,22,1995,26.6,72,45,27,37,8,19,60,31.7,41,528,151,28.6,189,288,51,51,8,0,43,53,125,70,0,Matches
969,Jérémy Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,31,1987,1.9,4,2,1,2,1,0,2,0.0,2,28,4,14.3,13,14,1,6,1,0,5,4,8,5,0,Matches
970,Pascal Groß,de GER,MF,Brighton,eng Premier League,27,1991,20.7,27,14,13,10,4,8,31,25.8,23,437,94,21.5,115,222,100,30,8,0,22,18,45,14,0,Matches
971,Sergej Grubac,me MNE,FWMF,Chievo,it Serie A,18,2000,1.7,1,1,1,0,0,0,2,0.0,2,29,7,24.1,2,14,13,2,0,0,2,0,1,2,0,Matches
972,Marko Grujić,rs SRB,MF,Hertha BSC,de Bundesliga,22,1996,19.8,47,31,22,18,7,14,39,35.9,25,361,91,25.2,109,191,61,42,7,0,35,17,64,52,1,Matches
973,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,19.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,1,0,Matches
974,Andrés Guardado,mx MEX,MFDF,Betis,es La Liga,31,1986,25.9,29,15,9,15,5,7,49,14.3,42,418,105,25.1,135,206,77,20,2,0,18,22,51,27,0,Matches
975,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,27,1991,16.8,21,10,0,10,11,4,18,22.2,14,378,69,18.3,13,222,143,12,0,0,12,3,24,14,0,Matches
976,Sergi Guardiola,es ESP,FWMF,Getafe,es La Liga,27,1991,0.3,1,1,0,0,1,0,0,,0,19,2,10.5,0,11,8,0,0,0,0,0,1,0,0,Matches
977,Metehan Güçlü,tr TUR,FW,Paris S-G,fr Ligue 1,19,1999,0.2,0,0,0,0,0,0,0,,0,4,0,0.0,2,0,2,0,0,0,0,0,0,0,0,Matches
978,Gonçalo Guedes,pt POR,MFFW,Valencia,es La Liga,21,1996,16.3,30,18,13,12,5,14,39,35.9,25,303,69,22.8,76,152,75,18,0,0,18,7,37,4,0,Matches
979,Mattéo Guendouzi,fr FRA,MF,Arsenal,eng Premier League,19,1999,23.9,41,27,14,21,6,15,51,29.4,36,391,117,29.9,122,211,58,40,4,0,36,35,76,29,2,Matches
980,Javi Guerra,es ESP,FWMF,Rayo Vallecano,es La Liga,36,1982,2.6,2,2,1,1,0,0,2,0.0,2,39,10,25.6,0,21,18,5,2,0,3,1,3,1,0,Matches
981,Raphaël Guerreiro,pt POR,FWDF,Dortmund,de Bundesliga,24,1993,17.0,32,24,12,13,7,11,22,50.0,11,264,75,28.4,81,116,67,23,3,0,20,17,49,16,0,Matches
982,Francis Guerrero,es ESP,DFMF,Betis,es La Liga,22,1996,19.8,48,30,24,17,7,16,41,39.0,25,255,78,30.6,118,94,43,35,0,0,35,15,63,31,1,Matches
983,Guido Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
984,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,21,1997,1.0,5,3,1,4,0,2,7,28.6,5,32,12,37.5,5,23,4,2,0,0,2,0,5,0,0,Matches
985,Makhtar Gueye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,20,1997,0.6,3,2,2,1,0,2,3,66.7,1,13,4,30.8,3,5,5,1,0,0,1,0,3,0,0,Matches
986,John Guidetti,se SWE,FW,Alavés,es La Liga,26,1992,7.0,3,2,0,2,1,0,9,0.0,9,140,33,23.6,6,83,51,8,2,0,6,1,4,6,0,Matches
987,Josuha Guilavogui,fr FRA,MF,Wolfsburg,de Bundesliga,27,1990,17.4,37,23,21,15,1,13,30,43.3,17,178,48,27.0,84,83,11,21,9,0,12,40,77,69,1,Matches
988,Frederic Guilbert,fr FRA,DF,Caen,fr Ligue 1,23,1994,32.4,100,53,61,34,5,29,92,31.5,63,655,146,22.3,345,227,83,79,17,0,62,49,149,122,0,Matches
989,Baptiste Guillaume,be BEL,FW,Nîmes,fr Ligue 1,23,1995,13.1,10,7,2,4,4,4,11,36.4,7,204,43,21.1,16,99,89,9,1,0,8,5,15,6,0,Matches
990,Sehrou Guirassy,fr FRA,FW,Amiens,fr Ligue 1,22,1996,12.3,4,4,0,3,1,0,8,0.0,8,165,41,24.8,14,77,74,10,0,0,10,2,6,9,0,Matches
991,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,32.5,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches
992,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,27,1991,19.0,28,15,22,5,1,10,18,55.6,8,117,30,25.6,90,24,3,34,13,0,21,11,39,76,1,Matches
993,Gerard Gumbau,es ESP,MF,Leganés,es La Liga,23,1994,13.3,20,15,5,14,1,5,42,11.9,37,336,65,19.3,120,170,46,15,1,0,14,7,27,21,0,Matches
994,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,27,1990,23.7,18,11,2,15,1,5,38,13.2,33,305,87,28.5,62,167,76,27,4,0,23,29,47,25,0,Matches
995,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches
996,Aron Gunnarsson,is ISL,MF,Cardiff City,eng Premier League,29,1989,25.2,70,53,34,33,3,23,80,28.8,57,535,157,29.3,220,292,23,47,13,0,34,44,114,49,1,Matches
997,Christian Günter,de GER,DF,Freiburg,de Bundesliga,25,1993,32.0,42,25,23,11,8,12,45,26.7,33,339,89,26.3,183,117,39,43,8,0,35,19,61,44,0,Matches
998,Koray Günter,de GER,DF,Genoa,it Serie A,23,1994,9.3,17,15,12,5,0,8,17,47.1,9,69,28,40.6,48,20,1,12,9,0,3,15,32,50,1,Matches
999,Serdar Gürler,tr TUR,FWMF,Huesca,es La Liga,26,1991,5.4,10,7,4,6,0,5,17,29.4,12,89,27,30.3,30,49,10,9,0,0,9,4,14,1,0,Matches
1000,Ahmet Gürleyen,de GER,DF,Mainz 05,de Bundesliga,19,1999,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
1001,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,2,0,Matches
1002,Gorka Guruzeta,es ESP,FWMF,Athletic Club,es La Liga,21,1996,0.6,1,1,1,0,0,0,3,0.0,3,12,0,0.0,0,7,5,1,0,0,1,0,1,0,0,Matches
1003,Luiz Gustavo,br BRA,MFDF,Marseille,fr Ligue 1,31,1987,27.1,67,38,46,17,4,19,61,31.1,42,369,123,33.3,157,187,25,35,16,0,19,24,91,67,2,Matches
1004,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,de Bundesliga,30,1987,17.4,27,22,6,17,4,7,22,31.8,15,327,107,32.7,84,194,49,27,2,0,25,10,37,20,0,Matches
1005,Janik Haberer,de GER,MFFW,Freiburg,de Bundesliga,24,1994,26.0,70,45,34,25,11,22,69,31.9,47,566,124,21.9,172,304,90,40,6,0,34,26,96,46,0,Matches
1006,Hacen,mr MTN,FW,Valladolid,es La Liga,20,1997,0.0,0,0,0,0,0,0,0,,0,8,1,12.5,6,2,0,1,0,0,1,0,0,1,0,Matches
1007,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,24,1993,11.3,21,10,14,7,0,11,25,44.0,14,130,45,34.6,73,55,2,27,16,0,11,27,48,77,2,Matches
1008,Munir El Haddadi,ma MAR,FW,Barcelona,es La Liga,22,1995,1.7,2,2,1,1,0,1,3,33.3,2,34,13,38.2,10,13,11,1,0,0,1,0,2,1,0,Matches
1009,Munir El Haddadi,ma MAR,FWMF,Sevilla,es La Liga,22,1995,11.6,12,8,5,3,4,3,10,30.0,7,210,43,20.5,29,115,66,20,0,0,20,3,15,9,0,Matches
1010,Oussama Haddadi,tn TUN,DFMF,Dijon,fr Ligue 1,26,1992,29.7,66,34,44,16,6,25,50,50.0,25,433,133,30.7,249,127,57,63,5,1,58,33,99,89,1,Matches
1011,Florent Hadergjonaj,xk KVX,DFMF,Huddersfield,eng Premier League,24,1994,20.5,37,15,14,20,3,10,41,24.4,31,302,97,32.1,123,132,47,42,5,0,37,21,58,39,1,Matches
1012,Benjamin Hadžić,ba BIH,FWMF,Hannover 96,de Bundesliga,19,1999,0.3,0,0,0,0,0,0,0,,0,10,2,20.0,2,6,2,1,1,0,0,0,0,0,0,Matches
1013,André Hahn,de GER,FWMF,Augsburg,de Bundesliga,27,1990,22.8,53,34,21,28,4,13,54,24.1,41,612,152,24.8,115,328,169,40,3,0,37,19,72,25,1,Matches
1014,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,20,1998,4.2,13,7,5,6,2,4,15,26.7,11,95,23,24.2,22,56,17,9,1,0,8,6,19,7,0,Matches
1015,Oualid El Hajjam,ma MAR,DFMF,Amiens,fr Ligue 1,27,1991,6.0,14,9,9,4,1,3,13,23.1,10,84,15,17.9,42,28,14,15,3,0,12,10,24,24,1,Matches
1016,Achraf Hakimi,ma MAR,DF,Dortmund,de Bundesliga,19,1998,19.3,36,20,26,9,1,17,42,40.5,25,256,78,30.5,136,71,49,32,3,0,29,12,48,40,0,Matches
1017,Sébastien Haller,ci CIV,FW,Eint Frankfurt,de Bundesliga,24,1994,24.2,25,17,9,8,8,3,16,18.8,13,516,126,24.4,28,245,243,20,2,0,18,9,34,20,0,Matches
1018,Emil Hallfreðsson,is ISL,MF,Udinese,it Serie A,34,1984,1.5,0,0,0,0,0,0,2,0.0,2,10,1,10.0,6,4,0,3,2,0,1,0,0,7,0,Matches
1019,Emil Hallfreðsson,is ISL,MF,Frosinone,it Serie A,34,1984,4.4,4,2,2,2,0,1,9,11.1,8,79,15,19.0,37,37,5,3,1,0,2,2,6,3,0,Matches
1020,Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,26,1991,26.8,65,35,36,24,5,32,63,50.8,31,298,110,36.9,133,117,48,58,6,0,52,26,91,79,0,Matches
1021,Ben Hamer,eng ENG,GK,Huddersfield,eng Premier League,30,1987,6.1,0,0,0,0,0,0,3,0.0,3,1,1,100.0,1,0,0,0,0,0,0,0,0,0,2,Matches
1022,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,31,1987,17.6,31,23,8,15,8,9,34,26.5,25,286,72,25.2,46,140,100,18,1,0,17,10,41,5,0,Matches
1023,Marek Hamšík,sk SVK,MF,Napoli,it Serie A,31,1987,10.2,11,10,2,9,0,3,15,20.0,12,120,27,22.5,33,65,22,12,2,0,10,10,21,8,0,Matches
1024,Dávid Hancko,sk SVK,DF,Fiorentina,it Serie A,20,1997,3.1,6,5,2,4,0,4,10,40.0,6,43,14,32.6,21,18,4,6,2,0,4,3,9,8,0,Matches
1025,Samir Handanović,si SVN,GK,Inter,it Serie A,34,1984,38.0,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,1,0,Matches
1026,Genki Haraguchi,jp JPN,MFDF,Hannover 96,de Bundesliga,27,1991,23.7,47,27,25,17,5,19,86,22.1,67,458,115,25.1,198,186,74,49,5,0,44,13,60,38,0,Matches
1027,Féthi Harek,dz ALG,DF,Nîmes,fr Ligue 1,35,1982,2.0,5,3,3,2,0,3,5,60.0,2,15,5,33.3,8,7,0,3,0,0,3,2,7,8,0,Matches
1028,Amine Harit,ma MAR,MFFW,Schalke 04,de Bundesliga,21,1997,12.0,14,9,4,7,3,5,26,19.2,21,205,46,22.4,40,113,52,13,2,0,11,12,26,2,0,Matches
1029,Martin Harnik,at AUT,FWMF,Werder Bremen,de Bundesliga,31,1987,9.2,13,6,1,7,5,1,15,6.7,14,203,58,28.6,29,98,76,11,0,0,11,2,15,4,0,Matches
1030,Kadeem Harris,eng ENG,MFFW,Cardiff City,eng Premier League,25,1993,4.2,8,3,6,1,1,1,2,50.0,1,63,12,19.0,18,18,27,6,0,0,6,5,13,4,0,Matches
1031,Joe Hart,eng ENG,GK,Burnley,eng Premier League,31,1987,19.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,2,1,0,0,0,0,0,0,0,1,0,Matches
1032,Makoto Hasebe,jp JPN,DFMF,Eint Frankfurt,de Bundesliga,34,1984,28.0,41,27,26,15,0,12,39,30.8,27,299,113,37.8,168,121,10,53,18,4,35,36,77,102,3,Matches
1033,Hans Hateboer,nl NED,DFMF,Atalanta,it Serie A,24,1994,33.0,55,32,29,21,5,23,49,46.9,26,433,125,28.9,137,181,115,42,7,0,35,21,76,49,3,Matches
