,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2025,Marc Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,10.9,387,513,75.4,5924,1714,232,265,87.5,120,156,76.9,27,72,37.5,0,0.7,-0.7,10,19,17,3,36,Matches
2026,Erick Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,30.8,1430,1748,81.8,29216,8150,530,589,90.0,615,713,86.3,258,384,67.2,0,2.6,-2.6,23,139,19,1,149,Matches
2027,Christian Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,25.6,677,896,75.6,10465,2263,377,453,83.2,243,305,79.7,42,79,53.2,5,5.9,-0.9,28,35,36,13,68,Matches
2028,Jason Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,31,1986,7.2,206,259,79.5,3492,995,103,117,88.0,75,87,86.2,21,45,46.7,0,0.5,-0.5,5,19,9,1,29,Matches
2029,George Pușcaș,ro ROU,FWMF,Benevento,it Serie A,21,1996,7.8,116,149,77.9,1617,258,73,89,82.0,30,41,73.2,8,11,72.7,0,0.3,-0.3,7,8,3,1,6,Matches
2030,Loïc Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,1.9,80,111,72.1,1898,529,22,27,81.5,39,47,83.0,18,34,52.9,0,0.3,-0.3,5,14,1,0,10,Matches
2031,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,30.2,416,639,65.1,6806,1710,219,293,74.7,149,234,63.7,40,73,54.8,5,5.6,-0.6,36,26,31,4,57,Matches
2032,Robin Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,15.7,206,291,70.8,3273,708,111,141,78.7,70,92,76.1,16,31,51.6,1,1.4,-0.4,11,13,5,0,20,Matches
2033,Collin Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,14.2,316,437,72.3,4326,1282,195,250,78.0,100,129,77.5,11,30,36.7,4,2.4,+1.6,16,23,10,5,28,Matches
2034,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,12.3,377,511,73.8,7461,1730,158,200,79.0,149,190,78.4,64,107,59.8,4,3.5,+0.5,25,22,10,3,33,Matches
2035,Adrien Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,26.2,1978,2168,91.2,33974,8519,909,969,93.8,823,881,93.4,200,238,84.0,5,3.3,+1.7,23,170,24,3,150,Matches
2036,Nemanja Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,12.3,535,624,85.7,9749,1959,232,266,87.2,236,269,87.7,63,77,81.8,1,0.6,+0.4,6,56,5,1,40,Matches
2037,Ivan Radovanović,rs SRB,MF,Chievo,it Serie A,28,1988,34.9,1454,1807,80.5,32860,9241,474,525,90.3,636,736,86.4,335,515,65.0,1,0.6,+0.4,15,145,21,4,139,Matches
2038,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,30,1986,28.8,1426,1672,85.3,25453,11877,609,678,89.8,683,765,89.3,122,203,60.1,1,0.7,+0.3,9,170,10,3,148,Matches
2039,Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,20.1,962,1209,79.6,15968,6004,487,542,89.9,381,466,81.8,78,158,49.4,2,3.5,-1.5,24,72,22,17,83,Matches
2040,Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,8.8,142,247,57.5,5602,4233,18,18,100.0,43,44,97.7,81,185,43.8,0,0.0,0.0,0,2,0,0,0,Matches
2041,Raffael,br BRA,FW,M'Gladbach,de Bundesliga,32,1985,23.0,678,818,82.9,10282,2565,401,452,88.7,196,229,85.6,58,86,67.4,1,4.2,-3.2,33,58,32,6,76,Matches
2042,Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,20.6,1572,1779,88.4,28608,8001,702,744,94.4,657,747,88.0,199,253,78.7,2,2.1,-0.1,21,127,22,7,120,Matches
2043,Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,11.6,652,740,88.1,11186,2213,304,332,91.6,278,305,91.1,57,82,69.5,2,2.9,-0.9,25,58,19,2,69,Matches
2044,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,17.9,542,742,73.0,11303,4785,160,187,85.6,291,363,80.2,83,168,49.4,0,0.1,-0.1,2,45,5,3,54,Matches
2045,Antonino Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,9.2,184,267,68.9,2859,947,103,127,81.1,62,89,69.7,15,38,39.5,1,0.8,+0.2,12,9,10,4,28,Matches
2046,Baba Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,0.4,14,21,66.7,232,176,10,12,83.3,3,7,42.9,1,2,50.0,0,0.0,0.0,0,2,0,0,2,Matches
2047,Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,29,1988,31.5,2267,2552,88.8,42532,11770,958,1030,93.0,982,1061,92.6,303,409,74.1,5,4.2,+0.8,29,254,39,4,197,Matches
2048,André Ramalho,br BRA,DF,Leverkusen,de Bundesliga,25,1992,0.4,11,14,78.6,225,115,2,2,100.0,7,8,87.5,2,4,50.0,0,0.0,0.0,0,0,0,0,3,Matches
2049,Jonás Ramalho,es ESP,DF,Girona,es La Liga,24,1993,25.5,673,914,73.6,15075,5811,186,233,79.8,338,414,81.6,142,250,56.8,0,0.1,-0.1,2,63,5,0,58,Matches
2050,Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,32.8,1583,1870,84.7,35308,12354,471,529,89.0,777,851,91.3,327,462,70.8,2,1.2,+0.8,7,85,2,0,75,Matches
2051,Benito Ramírez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,1.8,44,77,57.1,725,147,28,39,71.8,10,21,47.6,6,17,35.3,0,0.0,0.0,2,1,0,0,1,Matches
2052,Gastón Ramírez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,24.6,779,1100,70.8,13151,3293,408,493,82.8,271,352,77.0,82,209,39.2,6,5.2,+0.8,46,65,39,5,83,Matches
2053,Sandro Ramírez,es ESP,FWMF,Sevilla,es La Liga,22,1995,8.0,204,262,77.9,3292,638,106,120,88.3,80,100,80.0,13,32,40.6,1,0.5,+0.5,7,7,8,0,17,Matches
2054,Sandro Ramírez,es ESP,FWMF,Everton,eng Premier League,22,1995,3.1,66,89,74.2,915,142,32,42,76.2,23,27,85.2,4,8,50.0,0,0.0,0.0,0,0,1,0,4,Matches
2055,Toño Ramírez,es ESP,GK,Real Sociedad,es La Liga,30,1986,3.5,81,118,68.6,2209,1333,11,13,84.6,50,51,98.0,20,53,37.7,0,0.0,0.0,0,0,0,0,0,Matches
2056,Iván Ramis,es ESP,DF,Eibar,es La Liga,32,1984,14.5,566,694,81.6,14995,4431,103,123,83.7,271,318,85.2,189,244,77.5,0,0.0,0.0,1,53,0,0,47,Matches
2057,Omar Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,16.1,352,503,70.0,6148,1829,193,220,87.7,112,155,72.3,44,113,38.9,1,2.0,-1.0,22,26,18,8,36,Matches
2058,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,25.4,1683,1888,89.1,35647,14061,562,603,93.2,823,878,93.7,283,381,74.3,1,1.7,-0.7,14,172,11,3,99,Matches
2059,Aaron Ramsey,wls WAL,MF,Arsenal,eng Premier League,26,1990,20.5,1051,1252,83.9,18465,4558,482,544,88.6,428,490,87.3,112,158,70.9,8,4.8,+3.2,28,91,37,3,120,Matches
2060,Àngel Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,1.7,96,118,81.4,1667,529,52,58,89.7,30,41,73.2,13,18,72.2,0,0.1,-0.1,1,7,1,1,9,Matches
2061,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,7.0,285,315,90.5,6092,1885,70,74,94.6,168,179,93.9,44,58,75.9,0,0.0,0.0,0,9,1,0,12,Matches
2062,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,19,1997,20.1,473,673,70.3,7163,1735,271,328,82.6,144,191,75.4,35,99,35.4,5,3.3,+1.7,23,23,22,6,38,Matches
2063,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,4.3,69,112,61.6,1366,316,34,40,85.0,21,34,61.8,13,24,54.2,0,0.4,-0.4,4,4,3,1,9,Matches
2064,Konstantin Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,10.3,383,567,67.5,7510,3632,151,196,77.0,171,238,71.8,57,117,48.7,1,0.3,+0.7,8,31,7,3,29,Matches
2065,Yoric Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,5.5,118,204,57.8,2075,968,65,90,72.2,32,57,56.1,16,48,33.3,2,1.3,+0.7,15,8,7,3,20,Matches
2066,Ante Rebić,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,19.5,264,482,54.8,4405,1471,129,199,64.8,101,185,54.6,22,49,44.9,2,4.1,-2.1,24,27,28,11,48,Matches
2067,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,19.1,747,986,75.8,12908,6424,333,388,85.8,335,421,79.6,66,135,48.9,2,1.2,+0.8,20,54,20,10,78,Matches
2068,Recio,es ESP,MF,Málaga,es La Liga,26,1991,20.4,787,1011,77.8,14793,4061,353,406,86.9,309,378,81.7,111,197,56.3,2,1.5,+0.5,22,88,10,2,68,Matches
2069,Nathan Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,21.6,638,872,73.2,11618,2776,320,385,83.1,213,288,74.0,89,155,57.4,3,3.7,-0.7,41,38,39,8,68,Matches
2070,Alberto Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1.0,13,29,44.8,149,66,9,13,69.2,3,9,33.3,0,5,0.0,0,0.0,0.0,0,1,0,0,1,Matches
2071,Fabian Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,0.8,18,23,78.3,272,61,11,13,84.6,5,5,100.0,1,3,33.3,0,0.0,0.0,0,0,1,0,1,Matches
2072,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,12.0,584,679,86.0,10428,3479,227,243,93.4,294,321,91.6,53,96,55.2,0,0.1,-0.1,3,37,3,2,37,Matches
2073,Xesc Regis,es ESP,FW,Eibar,es La Liga,20,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2074,Winston Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,16.1,539,637,84.6,12747,3293,115,131,87.8,299,317,94.3,121,183,66.1,0,0.1,-0.1,3,26,2,0,34,Matches
2075,Pepe Reina,es ESP,GK,Napoli,it Serie A,34,1982,37.0,871,1076,80.9,25570,13721,90,93,96.8,435,441,98.6,345,540,63.9,0,0.3,-0.3,1,4,0,0,0,Matches
2076,Jeff Reine-Adélaïde,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,4.9,129,161,80.1,2033,756,71,88,80.7,47,57,82.5,8,11,72.7,0,0.6,-0.6,5,14,7,1,24,Matches
2077,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,25.6,1118,1316,85.0,26965,7985,220,242,90.9,607,654,92.8,286,404,70.8,2,0.4,+1.6,1,53,4,0,63,Matches
2078,Loïc Rémy,fr FRA,FW,Las Palmas,es La Liga,30,1987,8.5,204,262,77.9,3470,781,107,131,81.7,73,89,82.0,21,34,61.8,0,0.2,-0.2,8,5,3,0,18,Matches
2079,Loïc Rémy,fr FRA,FWMF,Getafe,es La Liga,30,1987,5.1,87,125,69.6,1357,187,53,69,76.8,27,42,64.3,6,9,66.7,0,0.3,-0.3,1,3,2,1,4,Matches
2080,Jan Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,10.0,160,237,67.5,2682,586,83,111,74.8,58,81,71.6,15,28,53.6,0,0.6,-0.6,9,14,4,1,18,Matches
2081,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,19.1,1009,1208,83.5,19219,7787,428,484,88.4,431,510,84.5,139,187,74.3,3,1.3,+1.7,9,82,2,1,85,Matches
2082,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,10.3,292,386,75.6,4842,1383,151,184,82.1,88,116,75.9,37,60,61.7,0,2.2,-2.2,16,24,11,2,38,Matches
2083,Elvis Rexhbeçaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,1.4,42,57,73.7,829,243,14,15,93.3,22,28,78.6,5,10,50.0,0,0.0,0.0,0,1,2,1,2,Matches
2084,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38.0,953,1335,71.4,32108,19328,112,113,99.1,406,412,98.5,433,808,53.6,0,0.0,0.0,0,30,0,0,0,Matches
2085,Franck Ribéry,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,690,821,84.0,11725,2744,355,401,88.5,250,291,85.9,72,98,73.5,1,4.6,-3.6,32,45,37,5,82,Matches
2086,Federico Ricca,uy URU,DF,Málaga,es La Liga,22,1994,12.3,400,617,64.8,7053,3885,187,234,79.9,174,241,72.2,34,120,28.3,1,0.2,+0.8,5,38,5,2,36,Matches
2087,Federico Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,239,376,63.6,4460,1294,115,142,81.0,82,128,64.1,39,89,43.8,1,1.6,-0.6,11,17,14,2,40,Matches
2088,Federico Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,49,77,63.6,842,294,20,23,87.0,21,32,65.6,6,15,40.0,0,0.3,-0.3,4,6,2,2,9,Matches
2089,Declan Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,467,579,80.7,9701,3612,170,187,90.9,213,238,89.5,78,140,55.7,0,0.1,-0.1,2,37,4,0,34,Matches
2090,Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,536,835,64.2,8023,2265,308,406,75.9,193,293,65.9,23,61,37.7,4,3.2,+0.8,24,32,24,4,76,Matches
2091,Marco Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,110,158,69.6,2051,565,50,66,75.8,40,55,72.7,18,30,60.0,0,1.1,-1.1,8,7,11,5,14,Matches
2092,Diego Rico,es ESP,DF,Leganés,es La Liga,24,1993,24.8,863,1293,66.7,16810,9680,353,446,79.1,385,522,73.8,121,277,43.7,2,3.0,-1.0,30,85,29,11,130,Matches
2093,Mikel Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,13.0,452,561,80.6,8854,1989,160,186,86.0,220,260,84.6,65,94,69.1,0,1.0,-1.0,11,39,6,1,36,Matches
2094,Sergio Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24.0,391,575,68.0,12162,8033,73,73,100.0,172,177,97.2,145,324,44.8,0,0.0,0.0,0,4,0,0,0,Matches
2095,Jaïro Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,126,159,79.2,2531,1037,52,59,88.1,48,60,80.0,23,35,65.7,0,0.3,-0.3,1,17,5,2,15,Matches
2096,Asier Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1.0,10,28,35.7,647,605,0,0,,0,0,,10,28,35.7,0,0.0,0.0,0,1,0,0,0,Matches
2097,Luca Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,440,554,79.4,8006,2333,204,242,84.3,171,206,83.0,57,85,67.1,2,2.0,0.0,12,47,10,2,57,Matches
2098,Nicola Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,10.4,344,422,81.5,6679,2649,136,163,83.4,160,176,90.9,42,68,61.8,0,0.2,-0.2,4,49,8,1,68,Matches
2099,Kévin Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26,1991,0.1,3,3,100.0,71,33,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Matches
2100,Tomás Rincón,ve VEN,MF,Torino,it Serie A,29,1988,33.3,1255,1519,82.6,24194,6333,531,618,85.9,525,600,87.5,183,260,70.4,0,1.8,-1.8,23,107,30,3,120,Matches
2101,Birk Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,12,16,75.0,189,52,7,7,100.0,3,4,75.0,2,4,50.0,0,0.0,0.0,1,1,0,0,1,Matches
2102,Marcel Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,13.0,391,646,60.5,7746,4007,167,212,78.8,156,217,71.9,65,183,35.5,3,2.5,+0.5,21,39,18,10,61,Matches
2103,Matt Ritchie,sct SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,840,1266,66.4,15171,5154,424,494,85.8,274,385,71.2,123,315,39.0,5,5.5,-0.5,50,63,33,14,89,Matches
2104,Cristian Rivera,es ESP,MF,Eibar,es La Liga,20,1997,2.7,116,139,83.5,2397,284,33,42,78.6,66,70,94.3,17,24,70.8,0,0.2,-0.2,3,9,0,0,3,Matches
2105,Emmanuel Rivière,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,423,596,71.0,5503,499,249,335,74.3,119,164,72.6,13,28,46.4,2,1.4,+0.6,16,13,6,0,14,Matches
2106,Jonathan Rivierez,mq MTQ,DF,Metz,fr Ligue 1,28,1989,22.9,708,947,74.8,14151,6985,246,286,86.0,357,436,81.9,96,186,51.6,0,0.6,-0.6,12,52,15,9,71,Matches
2107,Luca Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,5.4,143,207,69.1,2324,741,73,97,75.3,52,68,76.5,13,23,56.5,0,0.9,-0.9,5,8,6,3,23,Matches
2108,Arjen Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,714,872,81.9,12009,3768,380,430,88.4,256,308,83.1,64,103,62.1,5,4.8,+0.2,32,47,62,10,105,Matches
2109,Rober,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,554,683,81.1,11690,4069,175,210,83.3,274,315,87.0,97,140,69.3,0,0.0,0.0,1,35,0,0,35,Matches
2110,Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34.0,443,828,53.5,20249,15272,16,16,100.0,138,141,97.9,289,671,43.1,0,0.1,-0.1,2,18,0,0,0,Matches
2111,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,1589,1767,89.9,25771,7831,804,854,94.1,654,718,91.1,107,148,72.3,7,3.5,+3.5,23,106,34,7,126,Matches
2112,Connor Roberts,wls WAL,DF,Swansea City,eng Premier League,21,1995,3.0,126,172,73.3,2073,548,73,82,89.0,38,52,73.1,13,27,48.1,0,0.0,0.0,0,8,3,0,8,Matches
2113,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,23,1994,21.6,1408,1667,84.5,23528,7747,697,750,92.9,586,676,86.7,99,177,55.9,5,3.3,+1.7,23,107,31,8,133,Matches
2114,Álex Robles,es ESP,DF,Málaga,es La Liga,18,1999,1.0,20,30,66.7,368,153,8,10,80.0,10,15,66.7,2,5,40.0,0,0.0,0.0,0,0,0,0,1,Matches
2115,Hal Robson-Kanu,wls WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,130,202,64.4,2013,581,70,90,77.8,44,65,67.7,11,31,35.5,0,0.6,-0.6,8,10,3,1,23,Matches
2116,Marc Roca,es ESP,MF,Espanyol,es La Liga,20,1996,2.9,141,163,86.5,2820,763,53,58,91.4,61,71,85.9,25,31,80.6,0,0.0,0.0,2,14,0,0,12,Matches
2117,Rubén Rochina,es ESP,MF,Levante,es La Liga,26,1991,1.7,65,85,76.5,1373,537,27,32,84.4,25,33,75.8,13,19,68.4,0,0.0,0.0,2,11,5,0,14,Matches
2118,Ronny Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,914,1337,68.4,17880,5333,371,497,74.6,374,528,70.8,144,238,60.5,6,6.0,0.0,57,120,35,12,167,Matches
2119,Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,2215,2479,89.4,43221,11591,823,918,89.7,1056,1151,91.7,318,372,85.5,3,1.8,+1.2,25,178,8,0,178,Matches
2120,Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.8,678,924,73.4,11033,2295,351,440,79.8,249,334,74.6,56,103,54.4,4,3.3,+0.7,32,69,27,3,73,Matches
2121,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,726,934,77.7,12766,4852,329,384,85.7,331,396,83.6,58,122,47.5,2,1.2,+0.8,14,60,16,11,72,Matches
2122,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,30,1987,25.5,263,405,64.9,4392,998,128,184,69.6,104,149,69.8,24,51,47.1,2,3.8,-1.8,19,15,15,3,29,Matches
2123,Iván Rodríguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,10,10,100.0,174,92,3,3,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,Matches
2124,James Rodríguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18.0,1367,1604,85.2,26139,6566,602,654,92.0,529,594,89.1,219,312,70.2,11,7.4,+3.6,65,138,36,9,119,Matches
2125,Jay Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,497,710,70.0,7562,1963,286,352,81.3,148,207,71.5,39,90,43.3,1,1.5,-0.5,16,43,14,2,52,Matches
2126,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,24,1992,33.4,1737,2093,83.0,32279,10193,785,848,92.6,733,852,86.0,207,348,59.5,0,1.7,-1.7,22,139,31,20,130,Matches
2127,Marko Rog,hr CRO,FWMF,Napoli,it Serie A,22,1995,3.2,247,282,87.6,3181,601,167,178,93.8,60,72,83.3,7,13,53.8,0,0.6,-0.6,7,20,1,0,13,Matches
2128,Rogério,br BRA,DFMF,Sassuolo,it Serie A,19,1998,10.1,299,427,70.0,6160,3211,97,129,75.2,145,184,78.8,49,95,51.6,0,0.4,-0.4,8,37,7,7,35,Matches
2129,Marcus Rohdén,se SWE,MF,Crotone,it Serie A,26,1991,18.1,360,537,67.0,5751,2059,182,247,73.7,136,195,69.7,34,71,47.9,0,1.0,-1.0,8,28,6,1,44,Matches
2130,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,301,356,84.6,6415,2548,107,111,96.4,147,162,90.7,43,73,58.9,0,0.0,0.0,1,19,1,0,12,Matches
2131,Diego Rolán,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,464,603,76.9,7287,1627,260,319,81.5,147,191,77.0,43,61,70.5,0,1.0,-1.0,18,29,19,2,47,Matches
2132,Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,1156,1327,87.1,26534,7862,276,301,91.7,607,661,91.8,260,344,75.6,0,0.0,0.0,1,45,2,0,54,Matches
2133,Esteban Rolón,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,107,140,76.4,2071,505,46,54,85.2,40,55,72.7,17,24,70.8,0,0.0,0.0,1,8,1,0,7,Matches
2134,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,21.0,670,897,74.7,14700,5521,198,235,84.3,339,405,83.7,126,234,53.8,0,0.1,-0.1,3,74,10,3,72,Matches
2135,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,26.1,1354,1502,90.1,28192,8525,385,414,93.0,757,806,93.9,208,267,77.9,0,0.1,-0.1,4,70,0,0,75,Matches
2136,Simone Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,6.2,232,287,80.8,5331,1738,58,68,85.3,115,130,88.5,58,86,67.4,0,0.0,0.0,1,16,2,0,12,Matches
2137,Aristóteles Romero,ve VEN,MF,Crotone,it Serie A,21,1995,1.0,36,49,73.5,883,127,9,13,69.2,16,21,76.2,11,13,84.6,0,0.0,0.0,1,6,0,0,1,Matches
2138,Óscar Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,47,79,59.5,1023,395,22,26,84.6,13,26,50.0,11,23,47.8,0,0.1,-0.1,5,3,1,0,6,Matches
2139,Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1.0,17,25,68.0,678,493,3,3,100.0,4,4,100.0,10,18,55.6,0,0.0,0.0,0,0,0,0,0,Matches
2140,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,1555,1858,83.7,29857,8067,598,674,88.7,752,873,86.1,186,265,70.2,0,1.6,-1.6,21,151,12,0,172,Matches
2141,Rômulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,1155,1583,73.0,19672,6661,571,683,83.6,457,579,78.9,106,239,44.4,5,4.2,+0.8,48,78,33,14,119,Matches
2142,Cristiano Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,616,769,80.1,9192,2059,371,438,84.7,197,249,79.1,36,56,64.3,5,4.5,+0.5,38,34,30,7,58,Matches
2143,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.6,944,1096,86.1,21181,6652,239,266,89.8,502,533,94.2,198,281,70.5,0,0.0,0.0,1,51,1,0,57,Matches
2144,Salomón Rondón,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,564,828,68.1,8179,1541,345,452,76.3,157,231,68.0,36,68,52.9,3,1.8,+1.2,21,43,18,3,52,Matches
2145,Valentin Rongier,fr FRA,MFFW,Nantes,fr Ligue 1,22,1994,26.1,1114,1305,85.4,19620,4882,505,580,87.1,470,521,90.2,111,154,72.1,2,1.6,+0.4,27,111,24,2,115,Matches
2146,Marten de Roon,nl NED,MF,Atalanta,it Serie A,26,1991,28.6,1426,1685,84.6,29208,7826,442,525,84.2,749,829,90.3,218,291,74.9,3,2.0,+1.0,21,174,23,3,163,Matches
2147,Wayne Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,25.2,919,1218,75.5,19664,4824,344,408,84.3,370,437,84.7,186,321,57.9,2,2.1,-0.1,32,130,26,6,100,Matches
2148,Roberto Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,34.7,1327,1914,69.3,26128,13876,562,682,82.4,528,708,74.6,223,465,48.0,0,3.2,-3.2,49,119,32,21,148,Matches
2149,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,27,1990,8.9,395,533,74.1,7365,3138,175,207,84.5,169,213,79.3,44,87,50.6,1,0.8,+0.2,11,26,17,6,54,Matches
2150,Liam Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,1.8,65,91,71.4,1252,781,32,39,82.1,20,31,64.5,13,17,76.5,0,0.0,0.0,0,5,0,0,8,Matches
2151,Aleandro Rosi,it ITA,DFMF,Genoa,it Serie A,30,1987,18.9,565,812,69.6,9243,3866,283,338,83.7,233,326,71.5,37,112,33.0,1,0.6,+0.4,8,37,6,2,63,Matches
2152,Valentin Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,1092,1422,76.8,19941,7442,451,523,86.2,518,630,82.2,104,210,49.5,3,2.5,+0.5,19,84,24,11,94,Matches
2153,Luca Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,22.5,845,1030,82.0,18826,5412,194,223,87.0,479,533,89.9,167,260,64.2,0,0.1,-0.1,3,53,1,0,48,Matches
2154,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,3,3,100.0,89,79,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
2155,Giuseppe Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,85,103,82.5,1463,167,38,45,84.4,34,40,85.0,10,14,71.4,0,0.3,-0.3,1,3,6,0,10,Matches
