,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
864,Nicolás Gaitán,ar ARG,MFFW,Atlético Madrid,es La Liga,29,1988,2.4,7,4,2,4,1,5,12,41.7,7,49,14,28.6,9,32,8,3,0,0,3,1,8,1,0,Matches
865,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4.0,5,0,2,3,0,2,4,50.0,2,23,8,34.8,11,8,4,13,0,0,13,5,10,9,0,Matches
866,Serge Gakpé,tg TOG,FWMF,Amiens,fr Ligue 1,30,1987,20.3,11,7,8,3,0,2,21,9.5,19,200,58,29.0,57,99,44,29,3,0,26,10,21,8,0,Matches
867,Andrey Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,12.5,12,9,1,8,3,0,1,0.0,1,231,61,26.4,18,127,86,13,3,0,10,5,17,7,0,Matches
868,Álex Gálvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18.0,43,32,26,17,0,13,32,40.6,19,161,58,36.0,85,73,3,29,11,1,18,24,67,50,1,Matches
869,Álex Gálvez,es ESP,DF,Eibar,es La Liga,28,1989,4.0,12,3,6,6,0,2,6,33.3,4,26,10,38.5,15,9,2,6,1,0,5,9,21,21,0,Matches
870,Bruno Gama,pt POR,FWMF,La Coruña,es La Liga,29,1987,1.3,1,1,1,0,0,1,4,25.0,3,36,8,22.2,16,13,7,0,0,0,0,0,1,1,0,Matches
871,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,20.2,19,7,17,2,0,7,14,50.0,7,137,34,24.8,106,29,2,45,26,1,19,11,30,119,0,Matches
872,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,30,1987,12.5,8,4,2,4,2,3,6,50.0,3,314,60,19.1,26,147,141,19,0,0,19,4,12,4,0,Matches
873,Jesús Gámez,es ESP,DF,Newcastle Utd,eng Premier League,32,1985,1.1,4,1,1,1,2,2,4,50.0,2,19,7,36.8,9,3,7,3,0,0,3,1,5,6,0,Matches
874,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,27,1989,30.6,134,89,66,56,12,38,85,44.7,47,964,298,30.9,421,453,90,72,10,0,62,68,202,48,1,Matches
875,Ignatius Ganago,cm CMR,FWMF,Nice,fr Ligue 1,18,1999,0.8,0,0,0,0,0,0,2,0.0,2,10,4,40.0,1,7,2,2,0,0,2,0,0,1,0,Matches
876,Najib Gandi,fr FRA,MFFW,Nantes,fr Ligue 1,23,1994,1.1,5,4,3,1,1,1,3,33.3,2,27,6,22.2,9,14,4,7,1,0,6,1,6,1,0,Matches
877,Ganso,br BRA,MF,Sevilla,es La Liga,27,1989,5.8,15,10,2,13,0,3,11,27.3,8,145,41,28.3,27,92,26,6,0,0,6,3,18,4,0,Matches
878,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,30,1986,22.5,20,10,16,3,1,9,17,52.9,8,88,28,31.8,57,29,2,30,14,0,16,35,55,107,0,Matches
879,Aleix García,es ESP,MF,Girona,es La Liga,20,1997,9.5,18,9,11,7,0,7,20,35.0,13,166,37,22.3,61,84,21,15,3,0,12,14,32,9,0,Matches
880,Borja García,es ESP,MFFW,Girona,es La Liga,26,1990,31.1,29,18,10,16,3,12,41,29.3,29,698,182,26.1,134,387,177,44,1,0,43,34,63,13,0,Matches
881,Dani García,es ESP,MF,Eibar,es La Liga,27,1990,30.8,56,41,18,28,10,24,77,31.2,53,537,184,34.3,129,311,97,41,6,0,35,61,117,20,0,Matches
882,David García,es ESP,DF,Las Palmas,es La Liga,35,1982,9.6,16,10,10,4,2,6,12,50.0,6,67,22,32.8,29,34,4,17,8,1,9,12,28,23,0,Matches
883,Javi García,es ESP,MFDF,Betis,es La Liga,30,1987,26.8,26,19,13,13,0,8,33,24.2,25,314,81,25.8,130,164,20,36,16,1,20,27,53,62,0,Matches
884,Manu García,es ESP,MF,Alavés,es La Liga,31,1986,27.1,97,68,40,49,8,24,84,28.6,60,653,166,25.4,239,356,58,41,10,0,31,37,134,59,0,Matches
885,Raúl García,es ESP,DF,Leganés,es La Liga,28,1989,15.5,27,17,16,10,1,12,28,42.9,16,215,77,35.8,128,65,22,32,5,0,27,14,41,30,1,Matches
886,Raúl García,es ESP,MFFW,Athletic Club,es La Liga,31,1986,29.2,72,43,26,29,17,23,80,28.8,57,920,209,22.7,131,478,311,62,4,0,58,28,100,17,0,Matches
887,Samu García,es ESP,MFFW,Málaga,es La Liga,27,1990,2.0,4,3,3,0,1,1,8,12.5,7,50,8,16.0,15,27,8,8,0,0,8,2,6,1,0,Matches
888,Samu García,es ESP,MFFW,Levante,es La Liga,27,1990,2.1,9,7,0,8,1,3,5,60.0,2,77,17,22.1,15,42,20,3,0,0,3,3,12,0,0,Matches
889,Sergio García,es ESP,FWMF,Espanyol,es La Liga,34,1983,18.2,16,10,2,10,4,4,19,21.1,15,365,108,29.6,33,182,150,15,4,0,11,10,26,8,0,Matches
890,Ulisses Garcia,ch SUI,DF,Werder Bremen,de Bundesliga,21,1996,1.0,2,2,2,0,0,1,3,33.3,2,20,7,35.0,12,6,2,1,0,0,1,0,2,4,0,Matches
891,Luca Garritano,it ITA,MFFW,Chievo,it Serie A,23,1994,2.1,6,5,2,2,2,0,5,0.0,5,70,20,28.6,29,25,16,4,0,0,4,1,7,3,0,Matches
892,Bruno Gaspar,ao ANG,DF,Fiorentina,it Serie A,24,1993,8.7,22,11,14,6,2,7,12,58.3,5,155,43,27.7,75,54,26,18,1,0,17,6,28,17,0,Matches
893,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,26,1990,31.2,97,51,53,40,4,47,83,56.6,36,445,125,28.1,196,181,68,88,14,0,74,36,133,71,0,Matches
894,Gianluca Gaudino,de GER,MF,Chievo,it Serie A,20,1996,0.2,0,0,0,0,0,0,0,,0,7,1,14.3,3,3,1,1,0,0,1,0,0,0,0,Matches
895,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,26,1990,21.8,14,8,2,9,3,3,23,13.0,20,327,70,21.4,15,170,142,18,3,0,15,8,22,16,0,Matches
896,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,25,1992,1.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
897,Marcello Gazzola,it ITA,DF,Sassuolo,it Serie A,32,1985,8.2,8,2,5,3,0,5,12,41.7,7,56,11,19.6,31,13,12,12,2,0,10,3,11,29,0,Matches
898,Jean-Philippe Gbamin,ci CIV,MFDF,Mainz 05,de Bundesliga,21,1995,28.8,65,53,38,22,5,21,49,42.9,28,560,201,35.9,250,256,54,66,10,0,56,34,99,86,0,Matches
899,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37.0,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,1,1,Matches
900,Theodor Gebre Selassie,cz CZE,DFMF,Werder Bremen,de Bundesliga,30,1986,31.4,59,28,33,18,8,21,46,45.7,25,490,141,28.8,200,216,74,43,2,0,41,39,98,92,0,Matches
901,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,19,1998,17.6,48,34,18,25,5,14,43,32.6,29,417,126,30.2,118,248,51,26,3,0,23,23,71,7,0,Matches
902,Johannes Geis,de GER,DFMF,Sevilla,es La Liga,23,1993,7.5,20,14,10,9,1,8,20,40.0,12,95,25,26.3,44,44,7,13,6,0,7,7,27,20,2,Matches
903,Jérémy Gélin,fr FRA,DFMF,Rennes,fr Ligue 1,20,1997,25.7,26,14,17,8,1,11,38,28.9,27,206,74,35.9,114,86,6,42,14,1,28,35,61,67,4,Matches
904,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,29,1987,20.1,39,20,23,12,4,10,32,31.3,22,246,78,31.7,145,84,17,25,8,0,17,28,67,64,1,Matches
905,Santiago Gentiletti,ar ARG,DF,Genoa,it Serie A,32,1985,3.2,3,3,3,0,0,1,2,50.0,1,16,2,12.5,10,5,1,3,0,0,3,3,6,9,2,Matches
906,Christian Gentner,de GER,MF,Stuttgart,de Bundesliga,31,1985,26.8,81,55,40,29,12,31,80,38.8,49,672,197,29.3,180,363,129,53,5,0,48,38,119,43,0,Matches
907,Yannick Gerhardt,de GER,DFMF,Wolfsburg,de Bundesliga,23,1994,13.6,35,20,19,10,6,10,20,50.0,10,271,77,28.4,109,114,48,25,4,0,21,10,45,21,0,Matches
908,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,27,1990,24.1,14,9,2,5,7,1,9,11.1,8,243,70,28.8,19,95,129,9,2,0,7,8,22,15,0,Matches
909,Gerson,br BRA,MFFW,Roma,it Serie A,20,1997,10.1,20,16,7,12,1,3,10,30.0,7,193,58,30.1,44,111,38,18,2,0,16,7,27,9,0,Matches
910,Willem Geubbels,fr FRA,FW,Lyon,fr Ligue 1,15,2001,0.4,2,2,1,1,0,1,1,100.0,0,6,2,33.3,1,5,0,0,0,0,0,0,2,0,0,Matches
911,Yassine El Ghanassy,be BEL,FWMF,Nantes,fr Ligue 1,27,1990,7.2,6,3,1,4,1,1,8,12.5,7,79,27,34.2,17,40,22,2,0,0,2,8,14,1,0,Matches
912,Anwar El Ghazi,nl NED,FWMF,Lille,fr Ligue 1,22,1995,18.3,21,14,8,10,3,8,25,32.0,17,190,50,26.3,38,99,53,16,1,0,15,8,29,4,0,Matches
913,Rachid Ghezzal,dz ALG,FWMF,Monaco,fr Ligue 1,25,1992,11.2,18,11,4,11,3,3,31,9.7,28,226,65,28.8,42,119,65,19,1,0,18,16,34,2,0,Matches
914,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,26,1991,10.9,10,5,3,7,0,3,7,42.9,4,77,25,32.5,17,33,27,17,1,0,16,13,23,8,0,Matches
915,Emanuele Giaccherini,it ITA,FW,Napoli,it Serie A,32,1985,0.7,1,1,0,1,0,0,0,,0,19,5,26.3,3,7,9,0,0,0,0,0,1,0,0,Matches
916,Emanuele Giaccherini,it ITA,MFFW,Chievo,it Serie A,32,1985,10.0,6,5,3,2,1,1,21,4.8,20,188,36,19.1,61,80,47,12,1,0,11,5,11,6,0,Matches
917,Niccolò Giannetti,it ITA,FWMF,Cagliari,it Serie A,26,1991,3.3,5,4,2,2,1,0,5,0.0,5,71,13,18.3,14,38,19,2,0,0,2,2,7,2,0,Matches
918,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,27,1989,31.4,53,30,35,12,6,21,34,61.8,13,290,78,26.9,169,84,37,63,11,1,52,53,106,89,0,Matches
919,Rafał Gikiewicz,pl POL,GK,Freiburg,de Bundesliga,29,1987,1.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
920,Carles Gil,es ESP,FWMF,La Coruña,es La Liga,24,1992,5.3,2,2,0,2,0,0,7,0.0,7,131,29,22.1,27,75,29,10,1,0,9,2,4,1,0,Matches
921,Nacho Gil,es ESP,FWMF,Las Palmas,es La Liga,21,1995,8.1,7,6,5,2,0,2,19,10.5,17,191,47,24.6,47,87,57,10,0,0,10,8,15,2,0,Matches
922,Nacho Gil,es ESP,MFFW,Valencia,es La Liga,21,1995,2.5,7,6,3,2,2,2,9,22.2,7,68,17,25.0,23,31,14,4,0,0,4,5,12,0,0,Matches
923,Guillaume Gillet,be BEL,MF,Nantes,fr Ligue 1,33,1984,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,1,1,0,0,1,1,0,0,Matches
924,Dani Giménez,es ESP,GK,Betis,es La Liga,34,1983,3.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
925,Daniel Ginczek,de GER,FWMF,Stuttgart,de Bundesliga,26,1991,16.9,8,4,5,0,3,2,14,14.3,12,259,68,26.3,31,103,125,18,1,0,17,7,15,9,0,Matches
926,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,23,1994,34.0,40,26,22,16,2,16,28,57.1,12,208,74,35.6,128,70,10,55,16,1,39,22,62,152,1,Matches
927,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,25,1992,23.2,17,11,14,3,0,3,15,20.0,12,79,26,32.9,60,18,1,38,21,1,17,28,45,82,2,Matches
928,Thibault Giresse,fr FRA,FWMF,Guingamp,fr Ligue 1,36,1981,0.3,1,1,0,1,0,0,0,,0,3,2,66.7,0,0,3,0,0,0,0,1,2,0,0,Matches
929,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,25,1992,16.9,49,29,20,25,4,20,50,40.0,30,270,71,26.3,93,146,31,37,10,0,27,18,67,35,1,Matches
930,Olivier Giroud,fr FRA,FW,Arsenal,eng Premier League,30,1986,4.3,7,4,3,2,2,2,7,28.6,5,77,16,20.8,20,30,27,1,1,0,0,1,8,6,0,Matches
931,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,30,1986,6.8,6,5,1,3,2,2,5,40.0,3,93,27,29.0,9,47,37,2,1,0,1,2,8,6,0,Matches
932,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,29,1988,36.0,34,23,26,5,3,12,30,40.0,18,179,62,34.6,117,54,8,46,23,2,23,35,69,162,1,Matches
933,Serge Gnabry,de GER,FWDF,Hoffenheim,de Bundesliga,22,1995,16.7,30,23,8,18,4,9,22,40.9,13,342,95,27.8,55,187,100,23,4,0,19,10,40,6,2,Matches
934,Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,20,1997,32.4,37,26,27,5,5,13,26,50.0,13,138,49,35.5,102,27,9,42,19,2,23,23,60,88,3,Matches
935,Massimo Gobbi,it ITA,DF,Chievo,it Serie A,36,1980,22.8,30,22,16,10,4,11,31,35.5,20,232,70,30.2,131,69,32,50,7,0,43,16,46,74,1,Matches
936,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,31,1986,28.4,48,29,39,6,3,15,41,36.6,26,200,74,37.0,128,59,13,42,22,0,20,48,96,122,1,Matches
937,Edoardo Goldaniga,it ITA,DF,Sassuolo,it Serie A,23,1993,12.8,8,6,7,1,0,3,10,30.0,7,89,34,38.2,64,24,1,14,7,0,7,14,22,53,0,Matches
938,Connor Goldson,eng ENG,DF,Brighton,eng Premier League,24,1992,2.2,5,4,3,2,0,2,4,50.0,2,16,4,25.0,10,6,0,5,2,0,3,1,6,8,0,Matches
939,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,22,1995,6.9,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
940,André Gomes,pt POR,MFFW,Barcelona,es La Liga,24,1993,7.1,13,11,3,8,2,6,14,42.9,8,195,45,23.1,52,99,44,12,2,1,10,5,18,5,0,Matches
941,Heurelho Gomes,br BRA,GK,Watford,eng Premier League,36,1981,23.6,0,0,0,0,0,0,1,0.0,1,6,2,33.3,5,1,0,1,0,0,1,1,1,2,5,Matches
942,Ibai Gómez,es ESP,MFFW,Alavés,es La Liga,27,1989,25.8,17,10,10,4,3,4,22,18.2,18,429,83,19.3,111,211,107,32,0,0,32,23,40,12,0,Matches
943,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,20,1997,21.1,57,28,33,20,4,15,35,42.9,20,297,97,32.7,147,133,17,30,9,0,21,48,105,74,1,Matches
944,Mario Gómez,de GER,FW,Wolfsburg,de Bundesliga,32,1985,10.4,9,7,3,3,3,2,10,20.0,8,158,32,20.3,15,72,71,8,2,0,6,1,10,13,0,Matches
945,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,32,1985,15.4,15,11,2,9,4,1,12,8.3,11,198,48,24.2,12,98,88,9,0,0,9,1,16,15,0,Matches
946,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,20,1996,34.1,9,4,0,3,6,2,16,12.5,14,379,101,26.6,10,181,188,11,3,0,8,4,13,29,0,Matches
947,Papu Gómez,ar ARG,FWMF,Atalanta,it Serie A,29,1988,30.6,19,15,9,6,4,3,26,11.5,23,409,124,30.3,63,162,184,21,1,0,20,18,37,5,0,Matches
948,Sergi Gómez,es ESP,DF,Celta Vigo,es La Liga,25,1992,29.8,44,22,35,9,0,10,19,52.6,9,260,92,35.4,182,74,4,48,24,0,24,41,85,77,2,Matches
949,Sergio Gómez,es ESP,MF,Dortmund,de Bundesliga,16,2000,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
950,Vicente Gómez,es ESP,MF,Las Palmas,es La Liga,28,1988,16.9,22,14,10,7,5,6,28,21.4,22,237,49,20.7,58,151,28,23,5,0,18,10,32,13,0,Matches
951,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,23,1993,25.1,0,0,0,0,0,0,3,0.0,3,4,1,25.0,4,0,0,0,0,0,0,0,0,0,0,Matches
952,Maxime Gonalons,fr FRA,MF,Roma,it Serie A,28,1989,12.2,27,20,9,12,6,6,26,23.1,20,216,76,35.2,61,125,30,23,3,0,20,14,41,23,0,Matches
953,Anthony Gonçalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1986,19.5,52,30,17,30,5,13,49,26.5,36,360,98,27.2,109,183,68,30,0,0,30,20,72,22,0,Matches
954,Vagner Gonçalves,cv CPV,FWMF,Saint-Étienne,fr Ligue 1,21,1996,1.2,1,1,1,0,0,1,2,50.0,1,22,7,31.8,7,12,3,2,0,0,2,0,1,0,0,Matches
955,Jérôme Gondorf,de GER,MFFW,Werder Bremen,de Bundesliga,29,1988,8.9,11,8,2,8,1,4,28,14.3,24,235,53,22.6,52,132,51,20,2,0,18,6,17,10,1,Matches
956,Adrián González,es ESP,MF,Málaga,es La Liga,29,1988,26.0,36,25,12,23,1,10,42,23.8,32,375,96,25.6,92,217,66,40,9,0,31,20,56,29,0,Matches
957,Álvaro González,es ESP,DF,Villarreal,es La Liga,27,1990,32.2,35,17,29,6,0,16,40,40.0,24,128,41,32.0,97,28,3,46,21,1,25,42,77,128,0,Matches
958,Bruno González,es ESP,DF,Getafe,es La Liga,27,1990,17.1,22,15,17,5,0,5,19,26.3,14,120,38,31.7,86,33,1,19,3,0,16,16,38,75,0,Matches
959,Diego González,es ESP,DF,Málaga,es La Liga,22,1995,15.9,28,16,20,7,1,11,21,52.4,10,213,66,31.0,144,61,8,39,11,1,28,10,38,46,0,Matches
960,Fabio González,es ESP,MF,Las Palmas,es La Liga,20,1997,0.7,2,1,2,0,0,1,3,33.3,2,15,2,13.3,6,9,0,1,0,0,1,2,4,2,0,Matches
961,Giancarlo González,cr CRC,DF,Bologna,it Serie A,29,1988,20.6,29,14,19,8,2,10,15,66.7,5,146,45,30.8,103,38,5,44,22,0,22,16,45,145,1,Matches
962,Mario González,es ESP,FW,Villarreal,es La Liga,21,1996,0.2,0,0,0,0,0,0,0,,0,5,0,0.0,0,3,2,1,0,0,1,0,0,0,0,Matches
963,Georges Gope-Fenepej,nc NCL,MFFW,Amiens,fr Ligue 1,28,1988,0.5,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Matches
964,Leon Goretzka,de GER,MF,Schalke 04,de Bundesliga,22,1995,22.0,45,30,18,19,8,6,49,12.2,43,407,132,32.4,112,222,73,41,5,0,36,24,69,34,0,Matches
965,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,26,1990,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
966,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,20,1996,0.8,4,2,1,3,0,2,5,40.0,3,20,7,35.0,12,5,3,2,0,0,2,2,6,4,0,Matches
967,Robin Gosens,de GER,DFMF,Atalanta,it Serie A,23,1994,16.1,60,32,33,23,4,27,53,50.9,26,265,95,35.8,97,113,55,34,3,0,31,19,79,37,0,Matches
968,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,27,1990,21.6,55,33,22,27,6,21,66,31.8,45,606,158,26.1,203,317,86,49,9,0,40,31,86,64,1,Matches
969,Mario Götze,de GER,MF,Dortmund,de Bundesliga,25,1992,17.8,45,38,22,18,5,11,37,29.7,26,423,151,35.7,88,226,109,16,2,0,14,5,50,7,0,Matches
970,Mohamed Gouaida,tn TUN,MF,Hamburger SV,de Bundesliga,24,1993,0.6,2,1,1,1,0,0,0,,0,9,2,22.2,4,5,0,3,0,0,3,1,3,2,0,Matches
971,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,23,1993,30.5,45,28,32,11,2,12,24,50.0,12,208,73,35.1,157,45,6,71,44,0,27,54,99,138,2,Matches
972,Lemouya Goudiaby,sn SEN,DF,Metz,fr Ligue 1,20,1997,0.9,0,0,0,0,0,0,2,0.0,2,28,8,28.6,19,3,6,3,1,0,2,0,0,2,0,Matches
973,Amine Gouiri,fr FRA,FWMF,Lyon,fr Ligue 1,17,2000,0.9,2,1,1,1,0,1,1,100.0,0,16,6,37.5,2,5,9,2,0,0,2,1,3,0,0,Matches
974,Yoann Gourcuff,fr FRA,MFFW,Rennes,fr Ligue 1,31,1986,4.7,4,2,0,2,2,0,4,0.0,4,52,16,30.8,9,26,17,2,0,0,2,3,7,0,0,Matches
975,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,26,1991,26.5,47,31,33,11,3,14,41,34.1,27,270,85,31.5,162,92,16,44,7,0,37,40,87,134,1,Matches
976,Julio Gracia,es ESP,FWMF,Betis,es La Liga,19,1998,0.3,0,0,0,0,0,0,1,0.0,1,10,1,10.0,1,7,2,0,0,0,0,1,1,0,0,Matches
977,Max Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,29,1987,26.8,46,29,21,16,9,14,49,28.6,35,414,106,25.6,126,170,118,51,6,0,45,17,63,13,0,Matches
978,Samuel Grandsir,fr FRA,FWMF,Troyes,fr Ligue 1,20,1996,28.9,57,30,32,18,7,15,57,26.3,42,646,138,21.4,242,282,122,35,1,0,34,22,79,5,0,Matches
979,Álex Granell,es ESP,MF,Girona,es La Liga,28,1988,31.6,75,48,35,33,7,28,111,25.2,83,693,173,25.0,187,399,107,59,4,0,55,37,112,28,0,Matches
980,Esteban Granero,es ESP,MFFW,Espanyol,es La Liga,30,1987,13.7,27,12,13,11,3,8,35,22.9,27,365,78,21.4,111,195,59,29,2,0,27,16,43,16,0,Matches
981,Lee Grant,eng ENG,GK,Stoke City,eng Premier League,34,1983,3.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
982,Alberto Grassi,it ITA,MF,SPAL,it Serie A,22,1995,25.0,43,28,15,19,9,12,38,31.6,26,328,108,32.9,116,141,71,43,8,0,35,34,77,40,1,Matches
983,Andrew Gravillon,fr FRA,DF,Benevento,it Serie A,19,1998,0.9,5,4,5,0,0,2,4,50.0,2,18,8,44.4,14,4,0,2,1,0,1,1,6,7,0,Matches
984,Andre Gray,jm JAM,FW,Watford,eng Premier League,26,1991,16.6,3,2,0,3,0,1,3,33.3,2,180,46,25.6,11,70,99,15,1,0,14,5,8,4,0,Matches
985,Demarai Gray,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,18.9,19,16,5,9,5,5,37,13.5,32,301,82,27.2,59,142,100,29,0,0,29,20,39,12,0,Matches
986,Michael Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,23,1994,28.1,21,15,5,11,5,6,31,19.4,25,528,141,26.7,60,260,208,29,2,0,27,12,33,57,0,Matches
987,Clément Grenier,fr FRA,MF,Guingamp,fr Ligue 1,26,1991,13.4,20,17,2,11,7,8,26,30.8,18,271,79,29.2,28,155,88,18,2,0,16,11,31,14,0,Matches
988,Clément Grenier,fr FRA,FW,Lyon,fr Ligue 1,26,1991,0.1,1,1,1,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,Matches
989,Anto Grgić,ch SUI,MF,Stuttgart,de Bundesliga,20,1996,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
990,Antoine Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,26,1991,28.0,34,21,8,20,6,6,23,26.1,17,584,138,23.6,89,290,205,25,0,0,25,16,50,8,0,Matches
991,Vincenzo Grifo,it ITA,MFFW,M'Gladbach,de Bundesliga,24,1993,8.7,7,4,3,2,2,3,16,18.8,13,124,26,21.0,38,57,29,10,1,0,9,6,13,6,0,Matches
992,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,21,1995,21.0,68,47,35,30,3,20,57,35.1,37,496,175,35.3,169,276,51,36,2,0,34,27,95,47,2,Matches
993,Jérémy Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,30,1987,9.0,25,18,18,6,1,5,17,29.4,12,114,32,28.1,58,50,6,19,4,0,15,19,44,12,0,Matches
994,Pascal Groß,de GER,MFFW,Brighton,eng Premier League,26,1991,32.5,55,37,24,27,4,15,69,21.7,54,924,240,26.0,213,462,249,34,4,0,30,19,74,24,0,Matches
995,Marko Grujić,rs SRB,MF,Liverpool,eng Premier League,21,1996,0.2,2,2,0,1,1,1,1,100.0,0,11,4,36.4,1,6,4,1,1,0,0,0,2,0,0,Matches
996,Vicente Guaita,es ESP,GK,Getafe,es La Liga,30,1987,33.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
997,Andrés Guardado,mx MEX,MF,Betis,es La Liga,30,1986,25.2,36,22,18,12,6,8,44,18.2,36,497,122,24.5,147,272,78,33,5,0,28,24,60,23,0,Matches
998,Karim Guédé,sk SVK,FW,Freiburg,de Bundesliga,32,1985,0.7,1,1,1,0,0,0,0,,0,27,5,18.5,2,13,12,1,1,0,0,0,1,1,0,Matches
999,Gonçalo Guedes,pt POR,MFFW,Valencia,es La Liga,20,1996,27.1,32,23,14,11,7,7,49,14.3,42,517,118,22.8,159,242,116,29,0,0,29,12,44,4,0,Matches
1000,Gonçalo Guedes,pt POR,FW,Paris S-G,fr Ligue 1,20,1996,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1001,Ramiro Guerra,uy URU,MF,Villarreal,es La Liga,20,1997,0.8,2,1,1,1,0,1,2,50.0,1,16,3,18.8,7,8,1,3,1,0,2,0,2,1,0,Matches
1002,Raphaël Guerreiro,pt POR,DFMF,Dortmund,de Bundesliga,23,1993,6.1,7,5,4,2,1,1,7,14.3,6,94,17,18.1,24,53,17,4,0,0,4,7,14,10,1,Matches
1003,Francis Guerrero,es ESP,DFMF,Betis,es La Liga,21,1996,11.0,32,22,17,12,3,9,25,36.0,16,188,56,29.8,91,70,27,24,3,0,21,19,51,10,1,Matches
1004,John Guidetti,se SWE,FWMF,Celta Vigo,es La Liga,25,1992,1.3,0,0,0,0,0,0,1,0.0,1,15,4,26.7,0,10,5,0,0,0,0,0,0,0,0,Matches
1005,John Guidetti,se SWE,FW,Alavés,es La Liga,25,1992,13.6,6,4,3,0,3,2,8,25.0,6,277,65,23.5,26,155,96,13,3,0,10,4,10,4,0,Matches
1006,Josuha Guilavogui,fr FRA,MF,Wolfsburg,de Bundesliga,26,1990,26.7,71,49,42,27,2,22,49,44.9,27,413,122,29.5,185,188,40,35,10,0,25,47,118,72,0,Matches
1007,Frederic Guilbert,fr FRA,DFMF,Caen,fr Ligue 1,22,1994,36.0,126,69,75,43,8,34,93,36.6,59,621,163,26.2,277,264,80,71,8,0,63,89,215,83,0,Matches
1008,Guilherme,br BRA,MF,La Coruña,es La Liga,26,1991,29.3,64,46,29,28,7,23,84,27.4,61,562,163,29.0,199,289,74,40,10,0,30,42,106,56,1,Matches
